ECODISTRIC,PROVINCE,YEAR,ANCOARSE,ANMED,ANFINE,PERCOARSE,PERMED,PERFINE,PERCAC,PERCAM,PERCAF,PERCPC,PERCPM,PERCPF
566,ON,2002,194.25,11508.299,8052.65,123.75,4266.7,3438.55,1,58,41,2,54,44
567,ON,2002,7070.834,160280.52,19806.647,2072.222,45160.902,5956.875,4,86,11,4,85,11
568,ON,2002,77016.463,8957.636,294.9,15623.136,1798.664,56.2,89,10,0,89,10,0
569,ON,2002,3460.329,24487.454,81346.221,1180.034,11360.625,46553.341,3,22,74,2,19,79
570,ON,2002,11073.877,221404.31,54372.211,1086.289,30188.104,6821.606,4,77,19,3,79,18
571,ON,2002,9888.778,2045.666,2727.556,1634.778,257.667,343.555,67,14,19,73,12,15
572,ON,2002,3344.485,15757.397,3361.976,620.894,2403.805,858.3,15,70,15,16,62,22
581,BC,2002,66.8,2111.08,0,208.8,6685,0,3,97,0,3,97,0
583,AB,2002,0,44.578,66.421,0,89.632,133.368,0,40,60,0,40,60
583,BC,2002,0,2897.323,980.018,0,8338.111,1938.889,0,75,25,0,81,19
584,AB,2002,0,0,872,0,0,1764,0,0,100,0,0,100
585,BC,2002,581.945,19282.323,0.312,2201.444,66332.869,1.688,3,97,0,3,97,0
586,AB,2002,7161.012,61229.17,26915.72,5102.176,27464.123,16895.702,8,64,28,10,56,34
587,AB,2002,19489.88,1142.7,0,10084.099,680.25,0,94,6,0,94,6,0
588,AB,2002,3174.424,8050.003,78196.965,4171.936,8518.681,55466.984,4,9,87,6,12,81
589,AB,2002,671.299,2181.721,0,324.706,1055.294,0,24,76,0,24,76,0
590,AB,2002,0,19598.973,35892.406,0,15093.721,47705.279,0,35,65,0,24,76
591,AB,2002,224.4,2051.835,99793.329,267.4,1848,106716.001,0,2,98,0,2,98
591,BC,2002,13408.84,59339.931,14988.618,35243.835,156606.461,28524.144,15,68,17,16,71,13
592,AB,2002,873.829,17185.184,84820.449,1126.588,23922.488,90029.923,1,17,82,1,21,78
593,AB,2002,0,5965.735,74746.265,0,3757.235,50363.766,0,7,93,0,7,93
594,AB,2002,0,0,40702,0,0,52963.002,0,0,100,0,0,100
595,AB,2002,0,3268.941,67566.059,0,1556,39547,0,5,95,0,4,96
596,AB,2002,7286.873,37468.087,43835.434,4735.28,24748.845,28794.074,8,42,49,8,42,49
597,AB,2002,1144.8,14303.201,22444,1736.2,21324.8,26985.999,3,38,59,3,43,54
598,AB,2002,0,1281,69052.995,0,1230.6,70317.401,0,2,98,0,2,98
599,AB,2002,0,5290,56268,0,4431,43638,0,9,91,0,9,91
600,AB,2002,1542.974,175.117,1298.667,2838.416,461.118,3388.667,51,6,43,42,7,51
609,AB,2002,0,0,242,0,0,493,0,0,100,0,0,100
610,AB,2002,797.801,8321.711,19132.117,811.635,17311.113,50601.25,3,29,68,1,25,74
610,BC,2002,0,0,0,0,0.999,0,,,,0,100,0
611,AB,2002,158.5,848.4,2910.1,176.5,1145.55,4215.95,4,22,74,3,21,76
612,AB,2002,0,4154.97,1065.691,0,11847.961,3190.038,0,80,20,0,79,21
615,AB,2002,2804.391,10124.259,0,6568.8,21412.599,0,22,78,0,23,77,0
616,AB,2002,11236.868,2625.893,0,11148.573,5680.429,0,81,19,0,66,34,0
617,AB,2002,1072,3285.5,1027.5,2923.428,7347.071,2170.5,20,61,19,23,59,17
618,AB,2002,1070.968,7796.777,637.06,1249.993,7503.027,1125.75,11,82,7,13,76,11
618,BC,2002,281.971,3775.096,1005.189,1330.775,16352.833,4546.389,6,75,20,6,74,20
619,AB,2002,0,444,0,0,790,0,0,100,0,0,100,0
622,AB,2002,1932.357,6516.601,0,6403.65,22211.351,0,23,77,0,22,78,0
623,AB,2002,2596.503,13083.313,2332.924,10010.48,49601.329,13603.187,14,73,13,14,68,19
625,AB,2002,22.333,44.667,0,96.333,192.667,0,33,67,0,33,67,0
626,AB,2002,0,961,0,0,4222.001,0,0,100,0,0,100,0
629,AB,2002,209.6,2172.022,529.02,682.2,9470.529,2275.722,7,75,18,5,76,18
630,AB,2002,75.5,2672.395,52.446,278.5,23012.499,186,3,95,2,1,98,1
631,AB,2002,0,1492.4,150.6,0,4661.6,472.4,0,91,9,0,91,9
647,SK,2002,1052.271,209.729,0,2278.034,471.966,0,83,17,0,83,17,0
650,AB,2002,139.273,2599.243,356.234,1010.667,9996.86,1093.474,5,84,12,8,83,9
652,SK,2002,40.569,315.432,0,81.209,631.791,0,11,89,0,11,89,0
657,SK,2002,307.103,3165.395,0,580.397,6907.602,0,9,91,0,8,92,0
658,SK,2002,1474.608,750.342,0,607.25,308.75,0,66,34,0,66,34,0
660,SK,2002,767.637,10975.112,0,1183.808,15404.191,0,7,93,0,7,93,0
661,SK,2002,47.882,3846.118,0,71.679,6175.325,0,1,99,0,1,99,0
662,SK,2002,64,256,0,28.4,113.6,0,20,80,0,20,80,0
667,MB,2002,0,269,0,0,421,0,0,100,0,0,100,0
669,MB,2002,0,15866.85,0,0,14366,0,0,100,0,0,100,0
669,SK,2002,0,0,759,0,0,503,0,0,100,0,0,100
672,SK,2002,6034.145,4684.967,341.437,5155.561,3399.766,241.671,55,42,3,59,39,3
677,MB,2002,0,0,3653,0,0,5625,0,0,100,0,0,100
678,AB,2002,4107.35,85660.728,4114.451,8009.314,164627.962,7486.588,4,91,4,4,91,4
679,AB,2002,0,11536.77,0,0,32051.001,0,0,100,0,0,100,0
680,AB,2002,3679.989,58747.661,0,7484.34,117239.001,0,6,94,0,6,94,0
680,SK,2002,1529.949,21782.999,0,4489.739,38407.261,0,7,93,0,10,90,0
681,AB,2002,2596.788,74176.75,20477.41,2725.882,58028.067,13893.44,3,76,21,4,78,19
682,SK,2002,4190.601,5107.823,3292.428,7424.567,12419.979,2167.455,33,41,26,34,56,10
683,AB,2002,41620.77,18765.999,0,37733,9724.999,0,69,31,0,80,20,0
684,AB,2002,400.537,61489.402,20077.681,1626.605,169696.564,65333.028,0,75,24,1,72,28
685,SK,2002,895.717,23415.831,12618,1191.343,34828.519,12351.142,2,63,34,2,72,26
686,AB,2002,0,10581.391,0,0,21635.998,0,0,100,0,0,100,0
686,SK,2002,46.883,1752.118,0,155.825,5539.175,0,3,97,0,3,97,0
687,AB,2002,2729.945,9449.554,0,4494.059,14217.516,0,22,78,0,24,76,0
687,SK,2002,8967.553,90928.452,0,10124.279,80015.721,0,9,91,0,11,89,0
688,AB,2002,0,58618.999,0,0,58581.4,0,0,100,0,0,100,0
689,SK,2002,2897.546,42835.955,0,4742.511,26332.491,0,6,94,0,15,85,0
690,SK,2002,3400.547,39197.849,0,3783.562,37712.441,0,8,92,0,9,91,0
691,SK,2002,15945.81,1519.49,0,7861.156,282.844,0,91,9,0,97,3,0
692,AB,2002,29.004,21844.81,7374.65,176.707,87608.308,41298.959,0,75,25,0,68,32
693,SK,2002,10537.067,110599.932,0,12223.836,29704.162,0,9,91,0,29,71,0
694,SK,2002,38633.22,40072.642,19744.141,13841.944,11238.025,5283.031,39,41,20,46,37,17
695,SK,2002,28259.382,15266.618,0,22037.258,13406.742,0,65,35,0,62,38,0
696,SK,2002,66175.264,92637.682,0,39105.445,38225.551,0,42,58,0,51,49,0
697,SK,2002,0,7556.074,40680.928,0,3026.302,16320.698,0,16,84,0,16,84
698,SK,2002,30983.507,21501.995,0,8601.102,8192.9,0,59,41,0,51,49,0
699,SK,2002,0,32713,0,0,26345.001,0,0,100,0,0,100,0
700,SK,2002,0,9709.722,30520.333,0,7507.17,11243.83,0,24,76,0,40,60
701,SK,2002,59380.184,14602.216,0,37485.166,4613.833,0,80,20,0,89,11,0
702,SK,2002,8086.231,192032.344,18193.426,4105.921,29905.613,750.466,4,88,8,12,86,2
703,AB,2002,0,45648.871,658.159,0,133512.288,2067.43,0,99,1,0,98,2
704,SK,2002,975.495,56629.049,20844.755,813.313,29461.824,9035.86,1,72,27,2,75,23
705,SK,2002,0,60877.102,217252.897,0,26554.945,15242.056,0,22,78,0,64,36
706,SK,2002,3625.791,109626.207,0,525.748,24753.253,0,3,97,0,2,98,0
707,SK,2002,12357.62,159929.614,1779.867,19650.31,59747.653,701.031,7,92,1,25,75,1
708,AB,2002,1333.8,45180.192,0,4327.2,137269.599,0,3,97,0,3,97,0
709,MB,2002,4084.436,138913.377,13134.041,4120.876,84700.057,4823.063,3,89,8,4,90,5
709,SK,2002,26445.509,169004.576,11913.901,14858.447,69834.714,3141.84,13,82,6,17,80,4
710,SK,2002,1302.025,14780.276,0,1402.616,21452.382,0,8,92,0,6,94,0
711,SK,2002,242.61,18524.341,0,1262.222,24249.778,0,1,99,0,5,95,0
714,MB,2002,0,1455,0,0,1791,0,0,100,0,0,100,0
714,SK,2002,0,48595.258,4734.192,0,43328.208,3370.791,0,91,9,0,93,7
715,MB,2002,674.416,15742.737,10617.948,1473.824,12574.483,10956.692,2,58,39,6,50,44
715,SK,2002,0,8908.765,2557.236,0,5236.333,1275.666,0,78,22,0,80,20
716,MB,2002,3914.65,36685.55,17919.55,4157.999,27773.5,16259.5,7,63,31,9,58,34
717,MB,2002,40984.486,38774.123,11518.889,30762.453,33107.227,5449.321,45,42,13,44,48,8
718,MB,2002,0,2323.7,0,0,10349,0,0,100,0,0,100,0
720,MB,2002,0,0,1764.6,0,0,5975,0,0,100,0,0,100
723,MB,2002,103,25360.249,2942.7,310,108991.001,4401,0,89,10,0,96,4
724,MB,2002,2424.628,23985.152,124328.872,7677.878,25619.684,82880.438,2,16,82,7,22,71
726,MB,2002,43852.763,0,1464.187,77492.491,0,1053.507,97,0,3,99,0,1
727,AB,2002,23590.816,161398.672,126737.98,22238.705,122941.264,65045.543,8,52,41,11,58,31
728,AB,2002,3541.666,183793.568,3580.764,2499.722,58839.943,673.685,2,96,2,4,95,1
729,AB,2002,33767.68,106340.024,0,23297.166,46027.628,0,24,76,0,34,66,0
729,SK,2002,23374.727,392964.265,0,9972.853,139081.151,0,6,94,0,7,93,0
730,AB,2002,44199.085,394468.806,11148.333,27854.648,206098.495,6583.889,10,88,2,12,86,3
731,AB,2002,20023.071,420743.51,0,16330.029,188017.23,0,5,95,0,8,92,0
732,AB,2002,0,12583.8,0,0,20534.4,0,0,100,0,0,100,0
733,SK,2002,29792.071,150451.814,9703.114,6869.31,70746.452,1693.886,16,79,5,9,89,2
734,SK,2002,35762.116,13368.88,0,19586.955,2864.048,0,73,27,0,87,13,0
735,SK,2002,3893.966,161224.031,0,6292.023,41824.98,0,2,98,0,13,87,0
736,SK,2002,39987.789,225796.396,7949.809,11639.113,50369.563,1003.33,15,82,3,18,80,2
737,AB,2002,17055.6,87718.401,11265.9,17903.4,100779.5,13264.4,15,76,10,14,76,10
738,AB,2002,7258.66,127048.23,0,6654.65,29464.85,0,5,95,0,18,82,0
739,AB,2002,105494.215,7611.3,0,82665.228,10363.5,0,93,7,0,89,11,0
739,SK,2002,42370.604,4204.396,0,24897.464,2030.537,0,91,9,0,92,8,0
740,AB,2002,13562.2,139492.699,0,13321.5,86928.801,0,9,91,0,13,87,0
741,SK,2002,4354.442,158541.973,1430.583,392.294,16162.775,82.929,3,96,1,2,97,0
742,SK,2002,30804.401,11874.599,0,12801.31,382.689,0,72,28,0,97,3,0
743,AB,2002,2257.2,85227.468,0,519.3,34373.219,0,3,97,0,1,99,0
743,SK,2002,4388.791,7035.096,2607.111,1194.077,3102.081,1208.593,31,50,19,22,56,22
744,AB,2002,0,170660.67,14684.48,0,92730.25,3027.2,0,92,8,0,97,3
745,SK,2002,28658.347,737584.182,3131.468,8049.537,118047.408,773.056,4,96,0,6,93,1
746,AB,2002,0,126186.6,0,0,110561,0,0,100,0,0,100,0
747,SK,2002,26973.765,43191.236,0,19923.82,9150.18,0,38,62,0,69,31,0
748,SK,2002,6417.928,670845.581,870.5,2134.257,142617.476,111.265,1,99,0,1,98,0
749,SK,2002,16064.873,359766.126,0,5290.088,98200.104,0,4,96,0,5,95,0
750,AB,2002,0,51890.61,10454.59,0,109857.35,28779.85,0,83,17,0,79,21
751,MB,2002,12677.098,36331.257,0,11931.018,22162.927,95.206,26,74,0,35,65,0
751,SK,2002,14942.813,13571.037,0,8297.195,8294.804,0,52,48,0,50,50,0
752,MB,2002,0,111756.236,1553.764,0,49762.774,689.226,0,99,1,0,99,1
752,SK,2002,15043.872,433074.124,0,5295.995,130665.999,0,3,97,0,4,96,0
753,MB,2002,3321.987,443645.037,6232.97,2355.697,167104.275,3037.03,1,98,1,1,97,2
754,SK,2002,3069.153,167461.451,60093.391,2771.569,28290.404,9208.032,1,73,26,7,70,23
755,SK,2002,2521.541,190853.456,0,440.077,43127.923,0,1,99,0,1,99,0
756,SK,2002,6749.515,342478.484,0,913.057,107589.94,0,2,98,0,1,99,0
757,MB,2002,65284.73,25157.272,1572.65,40830.19,8668.808,0,71,27,2,82,18,0
758,MB,2002,41200.315,118757.359,8488.728,27561.07,42798.248,9659.764,24,71,5,34,53,12
759,MB,2002,4782.776,33914.225,0,6895.281,14363.719,0,12,88,0,32,68,0
760,MB,2002,0,84563.001,0,3115.18,24854.82,0,0,100,0,11,89,0
760,SK,2002,5470.213,364316.788,0,6601.264,122010.735,0,1,99,0,5,95,0
761,SK,2002,0,16358,2047,0,9768.001,1328,0,89,11,0,88,12
762,SK,2002,29845.567,78763.435,0,11285.231,29921.767,0,27,73,0,27,73,0
763,MB,2002,89006.39,56183.173,5013.442,70971.588,32167.331,7603.083,59,37,3,64,29,7
763,SK,2002,38021.433,15418.565,0,16925.923,5023.079,0,71,29,0,77,23,0
764,MB,2002,0,71028.002,0,1520.398,29037.599,0,0,100,0,5,95,0
765,MB,2002,3435.286,340038.713,0,7522.659,94250.819,984.471,1,99,0,7,92,1
766,MB,2002,1025.718,181148.285,0,718.853,52966.15,0,1,99,0,1,99,0
767,SK,2002,3987.225,445296.719,46967.053,527.788,45435.687,5213.528,1,90,9,1,89,10
768,SK,2002,0,42730,0,0,8795.002,0,0,100,0,0,100,0
769,AB,2002,0,96913.15,0,0,67686.6,0,0,100,0,0,100,0
770,SK,2002,69087.245,230684.531,8595.222,25043.052,40448.573,1730.378,22,75,3,37,60,3
771,AB,2002,15082.322,81627.726,217.8,7390.344,43526.523,113.6,16,84,0,14,85,0
771,SK,2002,0,49552.467,1632.532,528.338,10765.504,445.158,0,97,3,5,92,4
772,SK,2002,13384.387,30338.614,0,11870.992,1685.009,0,31,69,0,88,12,0
773,SK,2002,12503.805,272277.238,31432.957,2346.539,33145.144,4870.314,4,86,10,6,82,12
774,SK,2002,0,69339.003,0,0,5650.001,0,0,100,0,0,100,0
775,SK,2002,3429.975,73969.025,0,193.132,9502.867,0,4,96,0,2,98,0
776,SK,2002,43128.268,9704.732,0,23324.873,2369.127,0,82,18,0,91,9,0
777,AB,2002,12481.1,2815.95,0,10556.95,2457,0,82,18,0,81,19,0
778,SK,2002,21640.966,9117.036,0,3548.196,1494.805,0,70,30,0,70,30,0
779,AB,2002,0,29206.8,0,0,17881.2,0,0,100,0,0,100,0
780,SK,2002,8963.259,54513.377,275416.365,1080.923,2998.176,14222.903,3,16,81,6,16,78
781,AB,2002,12238.8,55747.033,148954.669,5109.44,13607.998,17688.282,6,26,69,14,37,49
782,SK,2002,18582.636,564324.362,0,5579.382,69715.62,0,3,97,0,7,93,0
783,SK,2002,0,284656.002,0,0,38364,0,0,100,0,0,100,0
784,SK,2002,12717.7,77136.216,2219.084,3787.459,14511.119,261.422,14,84,2,20,78,1
785,SK,2002,0,82164.506,6378.492,0,12109.888,443.112,0,93,7,0,96,4
786,AB,2002,0,97862.8,22.7,0,33043.9,12.7,0,100,0,0,100,0
787,AB,2002,0,48337.6,0,0,10117.6,0,0,100,0,0,100,0
788,AB,2002,0,48824.8,16450.2,0,14094.2,2137.8,0,75,25,0,87,13
789,SK,2002,16705.912,133532.517,2786.572,9593.812,17656.186,0,11,87,2,35,65,0
790,AB,2002,13999.3,42677.499,0,4601.1,8370.199,0,25,75,0,35,65,0
791,AB,2002,0,195463,0,0,27754,0,0,100,0,0,100,0
792,SK,2002,36238.528,63096.056,635271.419,15382.462,14453.506,28176.033,5,9,86,27,25,49
793,AB,2002,47228.314,346962.773,22805.612,16489.551,119343.183,6072.083,11,83,5,12,84,4
794,SK,2002,0,486400.998,0,0,57504.001,0,0,100,0,0,100,0
795,SK,2002,0,262417.003,0,1082.28,37172.719,0,0,100,0,3,97,0
796,SK,2002,14978.476,56203.525,0,7467.418,11227.567,0,21,79,0,40,60,0
797,AB,2002,1953.7,17232,63,835.8,6941.455,40.5,10,90,0,11,89,1
798,AB,2002,33456.2,324324.2,30065.3,16769.9,140027.39,14361.96,9,84,8,10,82,8
799,AB,2002,0,63501,0,0,63344,0,0,100,0,0,100,0
800,AB,2002,0,74889.7,74010.05,0,58581.77,43412.29,0,50,50,0,57,43
801,AB,2002,0,36829.8,3067.2,0,44537.4,3825.6,0,92,8,0,92,8
802,AB,2002,0,75252.85,0,693.69,35021.6,0,0,100,0,2,98,0
803,SK,2002,7120.192,107222.884,55714.918,1520.522,10698.817,4688.664,4,63,33,9,63,28
804,AB,2002,13630.8,37209.8,0,9869.85,19240.3,0,27,73,0,34,66,0
805,AB,2002,4624.427,6911.26,3917.313,1309.625,1565.211,887.165,30,45,25,35,42,24
805,SK,2002,4744.677,43665.023,24604.302,980.322,6366.324,3394.353,6,60,34,9,59,32
806,AB,2002,1952.9,64302.38,523.95,1760.9,67687.76,367.5,3,96,1,3,97,1
807,SK,2002,0,68225.726,9116.27,0,6007.432,606.568,0,88,12,0,91,9
808,SK,2002,3396.024,114649.085,442231.895,300.27,7916.86,27093.871,1,20,79,1,22,77
809,AB,2002,4496.8,106139,0,2465.855,31850.195,0,4,96,0,7,93,0
809,SK,2002,4200.87,110265.791,27755.334,632.394,8929.047,1019.557,3,78,20,6,84,10
810,SK,2002,0,99690.001,0,0,13646,0,0,100,0,0,100,0
811,AB,2002,4378.8,4687.836,34262.562,894,748.161,3648.839,10,11,79,17,14,69
811,SK,2002,0,373.092,994.909,0,41.455,110.545,0,27,73,0,27,73
812,AB,2002,23670.276,13853.915,19595.35,31526.325,24640.415,16379.8,41,24,34,43,34,23
813,SK,2002,3242.96,89167.461,40835.578,1031.4,11988.409,4554.188,2,67,31,6,68,26
814,AB,2002,1376.55,11639.32,0,778.95,7215.64,0,11,89,0,10,90,0
815,AB,2002,22927.7,15531.322,0,8476.9,9055.704,0,60,40,0,48,52,0
815,SK,2002,23429.471,8858.532,0,1639.168,888.833,0,73,27,0,65,35,0
816,SK,2002,47844.758,341107.087,26460.154,25354.786,64577.569,3038.433,12,82,6,27,69,3
817,SK,2002,0,89904.062,3560.937,0,7952.338,308.663,0,96,4,0,96,4
818,AB,2002,0,28766.65,0,0,19925.85,0,0,100,0,0,100,0
819,SK,2002,22398.625,6389.374,0,4343.867,1234.131,0,78,22,0,78,22,0
820,SK,2002,739.92,174743.908,749.169,0,35193.302,59.7,0,99,0,0,100,0
821,AB,2002,1916.195,85807.403,655.102,695.037,22379.275,480.572,2,97,1,3,95,2
821,SK,2002,703.675,170184.324,0,992.579,32992.422,0,0,100,0,3,97,0
822,SK,2002,6307.032,146904.069,1413.899,1272,33981.743,790.258,4,95,1,4,94,2
823,AB,2002,23229.889,116603.613,0,7779.622,33494.38,0,17,83,0,19,81,0
824,SK,2002,22502.825,66615.863,1387.309,8510.111,22236.89,0,25,74,2,28,72,0
825,SK,2002,64.598,461151.408,0,1296.363,84186.634,0,0,100,0,2,98,0
826,SK,2002,16909.882,630695.607,95346.952,7952.425,113130.654,5158.596,2,85,13,6,90,4
827,SK,2002,29697.911,12493.319,2157.771,20080.051,7597.949,889.001,67,28,5,70,27,3
828,AB,2002,18717.873,561728.879,0,3231.143,90116.207,0,3,97,0,3,97,0
829,AB,2002,20118.1,10055.5,0,7248.55,3416.25,0,67,33,0,68,32,0
830,SK,2002,16447.128,270343.307,39188.56,4534.726,52089.245,4457.059,5,83,12,7,85,7
831,SK,2002,6184.587,138066.627,1345.788,944.629,21346.371,0,4,95,1,4,96,0
832,SK,2002,14674.584,271640.91,802.508,6242.333,99991.356,813.308,5,95,0,6,93,1
833,AB,2002,95,17756.8,28.5,59.5,6046.2,17.85,1,99,0,1,99,0
833,SK,2002,0,34588.858,23012.139,0,21243.465,13072.539,0,60,40,0,62,38
834,SK,2002,0,61455.387,149832.615,0,9624.164,31395.836,0,29,71,0,23,77
835,SK,2002,0,6248.322,15273.677,0,1665.581,4071.42,0,29,71,0,29,71
836,AB,2002,0,8960,0,0,1828,0,0,100,0,0,100,0
837,AB,2002,0,20474,0,0,9730,0,0,100,0,0,100,0
837,SK,2002,0,13565.847,2978.153,0,9921.908,1598.093,0,82,18,0,86,14
838,AB,2002,822.3,3297.7,0,816.3,2334.699,0,20,80,0,26,74,0
838,SK,2002,0,53244.767,2589.233,0,20762.082,1551.166,0,95,5,0,93,7
839,MB,2002,7841.381,70463.263,8621.357,3009.204,31955.374,3951.421,9,81,10,8,82,10
840,MB,2002,40416.436,11334.57,14106.995,30731.667,13474.805,4983.527,61,17,21,62,27,10
841,MB,2002,19446.064,17623.436,0,2083.894,59996.107,0,52,48,0,3,97,0
843,MB,2002,14060.479,8592.523,0,17959.067,8761.933,0,62,38,0,67,33,0
844,MB,2002,9457.596,35765.472,5388.934,9380.074,33369.632,4853.297,19,71,11,20,70,10
846,MB,2002,0,13516.001,0,0,43409.001,0,0,100,0,0,100,0
847,MB,2002,0,28468.8,20103.9,0,12764.101,5036.9,0,59,41,0,72,28
848,MB,2002,924.737,8636.014,0,626.737,6531.263,0,10,90,0,9,91,0
849,MB,2002,10926.001,39350.221,623580.78,4733.894,19883.646,95061.462,2,6,93,4,17,79
850,MB,2002,118360.648,28720.352,0,74902.944,10005.054,0,80,20,0,88,12,0
851,MB,2002,0,41281.606,33017.396,0,9441.624,7157.376,0,56,44,0,57,43
852,MB,2002,40201.212,94373.775,112297.011,9824.644,10548.701,11536.658,16,38,45,31,33,36
853,MB,2002,0,17751.221,32696.779,0,1106.988,2039.011,0,35,65,0,35,65
854,MB,2002,5190.875,67628.125,0,2508,26140,0,7,93,0,9,91,0
855,MB,2002,0,10505,0,0,5851,0,0,100,0,0,100,0
940,BC,2002,55,11,0,313,63,0,83,17,0,83,17,0
943,BC,2002,0,2,0,0,4,0,0,100,0,0,100,0
944,BC,2002,150.471,26.131,0.4,779.967,115.828,2.2,85,15,0,87,13,0
948,BC,2002,0,0,0,1,0,0,,,,100,0,0
950,BC,2002,52.979,533.494,0,191.375,1833.623,0,9,91,0,9,91,0
955,BC,2002,40.286,18.714,52.9,261.886,87.314,465.8,36,17,47,32,11,57
956,BC,2002,941.204,795.471,419.833,4317.806,3917.413,1478.779,44,37,19,44,40,15
957,BC,2002,105.502,50.337,0,433.088,312.91,0,68,32,0,58,42,0
958,BC,2002,5.642,6.356,0,34.965,9.034,0,47,53,0,79,21,0
959,BC,2002,3544.787,18811.823,406.083,4872.869,28173.434,818.309,16,83,2,14,83,2
960,BC,2002,17,0,0,45,0,0,100,0,0,100,0,0
962,BC,2002,0,18,0,0,98,0,0,100,0,0,100,0
969,BC,2002,0,38.49,0,0,232,0,0,100,0,0,100,0
971,BC,2002,66.5,4.5,0,447.45,30.549,0,94,6,0,94,6,0
972,BC,2002,2080.407,1172.931,2173.475,22352.057,11236.317,19546.627,38,22,40,42,21,37
974,BC,2002,193.633,91.367,80,2095.73,622.15,862.12,53,25,22,59,17,24
975,BC,2002,6,0,0,716,0,0,100,0,0,100,0,0
976,BC,2002,249.303,494.258,0,4245.072,7736.927,0,34,66,0,35,65,0
977,BC,2002,423.959,552.481,0,6373.681,7709.316,0,43,57,0,45,55,0
978,BC,2002,696.806,1282.502,0,5336.607,12284.392,0,35,65,0,30,70,0
979,BC,2002,2930.958,7487.04,0,19201.125,50856.876,0,28,72,0,27,73,0
980,BC,2002,21,5.6,1.4,195.75,52.2,13.05,75,20,5,75,20,5
981,BC,2002,0,17,7,5,446,162,0,71,29,1,73,26
982,BC,2002,1857.45,1611.146,2275.608,17488.993,18062.74,24501.26,32,28,40,29,30,41
987,BC,2002,2,4,0,102,120,0,33,67,0,46,54,0
988,BC,2002,278.38,120.62,0,1136.56,685.44,0,70,30,0,62,38,0
990,BC,2002,155.218,29.778,0,749.196,75.804,0,84,16,0,91,9,0
991,BC,2002,164.574,3520.175,352.201,280.484,5521.838,1751.678,4,87,9,4,73,23
992,BC,2002,15.466,42.533,0,20.267,55.734,0,27,73,0,27,73,0
995,BC,2002,48.135,205.864,0,109.355,469.648,0,19,81,0,19,81,0
1001,BC,2002,1285.622,922.407,0,3882.986,2890.017,0,58,42,0,57,43,0
1002,BC,2002,198.4,35.6,0,968.7,169.3,0,85,15,0,85,15,0
1003,BC,2002,29,0,0,41,0,0,100,0,0,100,0,0
1004,BC,2002,475.364,1077.056,422.3,3578.628,6846.771,2710.6,24,55,21,27,52,21
1005,BC,2002,2205.772,3274.956,0,12369.289,18969.712,0,40,60,0,39,61,0
1006,BC,2002,2743.215,2391.012,0,23414.283,36423.726,0,53,47,0,39,61,0
1007,BC,2002,2886.923,2735.669,2504.538,5011.118,5066.522,5645.357,36,34,31,32,32,36
1008,BC,2002,1305.984,450.717,267.297,5224.898,2454.903,1486.197,65,22,13,57,27,16
1009,BC,2002,1210.932,308.196,0,2709.823,690.178,0,80,20,0,80,20,0
1010,BC,2002,2306.658,808.373,0,893.94,873.061,0,74,26,0,51,49,0
1011,BC,2002,723.422,136.556,0,3001.449,625.551,0,84,16,0,83,17,0
1012,BC,2002,126.027,31.972,0,1160.673,206.326,0,80,20,0,85,15,0
1013,BC,2002,288.112,145.89,131,2096.891,1292.222,1266.889,51,26,23,45,28,27
1015,BC,2002,1392.25,1436.749,0,3174.573,2666.427,0,49,51,0,54,46,0
1016,AB,2002,1539,1815,0,2718.5,3533.5,0,46,54,0,43,57,0
1017,BC,2002,114.92,94.08,0,611.721,449.28,0,55,45,0,58,42,0
1018,AB,2002,360.55,13704.55,264.7,572.4,23706.1,292.4,3,96,2,2,96,1
9593,AB,2002,0,10678.8,42715.2,0,6748.2,26992.8,0,20,80,0,20,80
9607,AB,2002,0,0,571,0,0,307,0,0,100,0,0,100
9609,AB,2002,524.433,3472.298,2237.25,1370.2,8809.3,4205.5,8,56,36,10,61,29
9687,AB,2002,6416.928,112637.903,0,6663.334,121904.016,0,5,95,0,5,95,0
9787,AB,2002,0,79463.15,0,0,16641.46,0,0,100,0,0,100,0
244,AB,2003,0,0,1325,0,0,1140,0,0,100,0,0,100
244,BC,2003,0,26,12,0,309.999,67,0,68,32,0,82,18
252,BC,2003,0,33,0,0,189,0,0,100,0,0,100,0
371,MB,2003,0,0,114,0,0,82,0,0,100,0,0,100
374,ON,2003,10,0,0,197,0,0,100,0,0,100,0,0
375,MB,2003,1684.294,15070.212,38000.913,2496.694,11054.838,20614.118,3,28,69,7,32,60
376,MB,2003,0,20,0,0,34,0,0,100,0,0,100,0
378,ON,2003,54,647,0,408,6960,0,8,92,0,6,94,0
379,MB,2003,1015.697,659.704,0,1889.555,1410.443,0,61,39,0,57,43,0
380,MB,2003,1475.102,123.838,1525.36,4771.168,1783.173,3542.659,47,4,49,47,18,35
381,ON,2003,0,1963,0,0,43661,0,0,100,0,0,100,0
383,ON,2003,282.571,2686.43,0,1586.714,11497.285,0,10,90,0,12,88,0
386,ON,2003,58,0,0,640,0,0,100,0,0,100,0,0
391,ON,2003,13,0,0,176,0,0,100,0,0,100,0,0
400,ON,2003,0,0,429,0,0,2884,0,0,100,0,0,100
401,ON,2003,100.345,658.522,1296.134,1078.79,3802.918,15257.29,5,32,63,5,19,76
401,QC,2003,1026.999,47,14673.23,6907,260,79975.131,7,0,93,8,0,92
