Inv_Year_ID,ECODISTRIC,PROVINCE,CROPLND,IRRIG,TOTALRT,TOTALIT,TOTALNT,ANCOARSE,ANMED,I,PERCOARSE,PERMED,PERFINE,A_PCoarse,A_PMed,A_PFine,summerfallow
1990,244,AB,768.81017,1.09,69.2524,848.2527,4.7549,0,0,922,0,0,588,0,0,1,250.75446
1990,244,BC,255.89037,2.58,6.1996,120.7449,0.4257,0,104.999,24,0,307,72,0,0.81102325,0.18897675,67.25604
1991,244,AB,840.80274,1.46,79.579,900.2833,5.7677,0,0,985,0,0,628,0,0,1,252.57515
1991,244,BC,252.94041,0,12.0121,169.5372,0.8707,0,152,36,0,250,59,0,0.808853119,0.191146881,71.76799
1992,244,AB,900.51308,2.25,98.1566,929.285,24.8684,0,0,1052,0,0,663,0,0,1,267.42145
1992,244,BC,242.36681,0,5.2636,93.5628,1.3335,0,83,19,0,312.999,74,0,0.809815562,0.190184438,58.07031
1993,244,AB,964.43393,3.05,127.1936,943.3252,45.0912,0,0,1116,0,0,703,0,0,1,273.93209
1993,244,BC,260.97089,0,6.0788,74.6664,2.155,0,73.001,17,0,315,74,0,0.810021273,0.189978727,42.67544
1994,244,AB,1025.81661,3.86,157.0384,966.8576,67.184,0,0,1191,0,0,730,0,0,1,287.58413
1994,244,BC,275.6786,0,6.628,57.1264,2.8355,0,58,14,0,319,75,0,0.809012876,0.190987124,28.45679
1995,244,AB,1085.3643,4.68,186.1682,982.5184,89.9934,0,0,1259,0,0,766,0,0,1,300.01855
1995,244,BC,288.01183,0,7.2743,43.9695,3.5163,0,48,11,0,322,76,0,0.809628009,0.190371991,17.30201
1996,244,AB,1145.68228,5.51,216.5081,998.787,113.835,0,0,1329,0,0,798,0,0,1,313.77091
1996,244,BC,298.01787,0,7.8582,32.0101,4.1318,0,38.999,9,0,322,76,0,0.809416613,0.190583387,7.14699
1997,244,AB,1236.8432,4.48,250.9769,978.9201,149.813,0,0,1379,0,0,850,0,0,1,325.00804
1997,244,BC,274.63364,1.88,6.8843,27.0964,4.1093,0,31,9,0,322.001,75,0,0.80778076,0.19221924,9.15969
1998,244,AB,1315.34344,3.4,279.1529,944.2653,180.7218,0,0,1404,0,0,928,0,0,1,334.46988
1998,244,BC,254.08261,3.79,6.5351,25.454,4.2308,0,29.999,9,0,315.999,73,0,0.80841032,0.19158968,11.17831
1999,244,AB,1407.4889,2.3,311.044,934.0142,216.4219,0,0,1462,0,0,974,0,0,1,349.54847
1999,244,BC,235.29076,5.74,6.1055,24.4764,4.2482,0,28.001,8,0,310.001,71,0,0.810552467,0.189447533,13.00385
2000,244,AB,1497.26618,1.17,340.6344,925.0156,251.58,0,0,1517,0,0,1021,0,0,1,366.92393
2000,244,BC,215.74776,7.72,5.7354,25.2487,4.2361,0,27,9,0,301.999,68,0,0.81034436,0.18965564,15.85176
2001,244,AB,1512.43273,0,350.3721,877.9269,272.751,0,0,1501,0,0,1038,0,0,1,371.40774
2001,244,BC,205.1167,10.07,5.1714,26.083,4.0256,0,28.001,9,0,304,69,0,0.809756562,0.190243438,18.60696
2002,244,AB,1506.54977,1.62,339.6028,802.9636,274.2236,0,0,1417,0,0,1086,0,0,1,333.72422
2002,244,BC,210.47123,8.72,5.6521,23.9538,4.5641,0,27,10,0,307.001,68,0,0.810680071,0.189319929,16.1441
2003,244,AB,1496.79857,3.22,327.429,722.5654,275.4057,0,0,1325,0,0,1140,0,0,1,294.2966
2003,244,BC,215.60163,9.48,6.2102,22.3361,5.2237,0,26,12,0,309.999,67,0,0.809638096,0.190361904,14.21337
2004,244,AB,1502.62727,4.83,328.4182,657.2135,289.1883,0,0,1276,0,0,1152,0,0,1,256.41516
2004,244,BC,222.36118,9.17,6.771,20.1166,5.9622,0,24.999,14,0,315.001,64,0,0.813397129,0.186602871,11.85339
2005,244,AB,1491.16203,6.46,316.8635,568.6189,293.9076,0,0,1180,0,0,1205,0,0,1,214.53417
2005,244,BC,228.00064,8.85,7.291,17.8263,6.7629,0,23.999,16,0,318.999,63,0,0.812795321,0.187204679,9.6787
2006,244,AB,1481.49448,9.19,295.8493,466.2253,291.0754,0,0,1055,0,0,1300,0,0,1,171.86719
2006,244,BC,240.42006,8.97,8.0903,15.5001,7.9597,0,21.998,17,0,326.999,65,0,0.809743455,0.190256545,7.45065
2007,244,AB,1414.45373,6.48,252.7049,401.3856,353.5296,0,0,1008,0,0,1323,0,0,1,144.4096
2007,244,BC,250.7782,9,6.1375,14.4065,8.5861,0,22,17,0,335,69,0,0.805869074,0.194130926,8.16524
2008,244,AB,1357.16281,4.88,215.6982,340.9655,418.5263,0,0,976,0,0,1332,0,0,1,115.62904
2008,244,BC,261.77073,9.03,4.4347,13.8506,8.6046,0,22,18,0,341.001,71,0,0.803097781,0.196902219,9.21782
2009,244,AB,1295.68643,3.26,178.7316,284.2574,478.061,0,0,941,0,0,1345,0,0,1,91.11688
2009,244,BC,272.74946,9.03,2.8781,13.4336,7.6982,0,20.999,19,0,350.001,73,0,0.801295896,0.198704104,10.32349
2010,244,AB,1235.68761,1.64,143.0477,227.8102,533.3822,0,0,904,0,0,1360,0,0,1,66.13562
2010,244,BC,283.10449,9.04,1.5616,13.2255,5.8229,0,18.999,18,0,358,77,0,0.798728387,0.201271613,11.4605
2011,244,AB,1168.33881,0,107.7882,171.2944,578.7474,0,0,858,0,0,1376,0,0,1,41.2587
2011,244,BC,288.12974,8.68,0.5771,13.4944,3.0985,0,17.999,18,0,362.999,77,0,0.800419329,0.199580671,12.79825
2012,244,AB,1233.14689,0,123.682,182.6612,615.9767,0,0,923,0,0,1322,0,0,1,43.19094
2012,244,BC,279.184,13.35,0.9105,11.7451,4.5344,0,17.998,16,0,369.001,77,0,0.806249596,0.193750404,10.71832
2013,244,AB,1310.25371,0,143.4436,204.1785,672.958,0,0,1021,0,0,1234,0,0,1,50.84266
2013,244,BC,271.33866,18.01,1.2652,9.9188,5.9359,0,17.999,13,0,377,77,0,0.814432607,0.185567393,8.56641
2014,244,AB,1374.25155,0,159.408,217.6641,711.1379,0,0,1088,0,0,1176,0,0,1,54.67701
2014,244,BC,263.88696,21.23,1.6568,8.5618,7.3912,0,18.999,13,0,379.999,76,0,0.817622203,0.182377797,6.86787
2015,244,AB,1438.7792,0,174.9745,226.6774,748.1782,0,0,1150,0,0,1124,0,0,1,54.29496
2015,244,BC,258.10712,26.59,2.0538,7.0348,8.7816,0,18,12,0,387.001,75,0,0.823171091,0.176828909,5.01151
2016,244,AB,1501.01035,0,191.0862,236.8393,787.1844,0,0,1215,0,0,1066,0,0,1,54.62045
2016,244,BC,252.25922,31.66,2.5351,5.6012,10.4436,0,19,11,0,388.999,76,0,0.824242069,0.175757931,3.18377
2017,244,AB,1525.07554,0,208.8239,282.3141,711.5619,0,0,1202,0,0,1119,0,0,1,106.99472
2017,244,BC,249.59844,24.67,3.0052,5.9043,10.2405,0,19,8,0,377,79,0,0.819875776,0.180124224,3.38107
2018,244,AB,1587.83328,1.38,236.4271,337.7364,701.2066,0,0,1275,0,0,1087,0,0,1,155.93445
2018,244,BC,244.69069,18,3.6288,6.5489,10.7622,0,17.999,10,0,363,80,0,0.808916792,0.191083208,3.75858
2019,244,AB,1623.47481,2.08,250.8203,383.5881,667.2717,0,0,1302,0,0,1101,0,0,1,203.33013
2019,244,BC,239.76405,11.65,3.6905,5.6217,9.8178,0,16.999,5,0,349.001,86,0,0.800875274,0.199124726,2.96957
2020,244,AB,1689.75324,2.79,273.2656,426.9331,667.9212,0,0,1369,0,0,1075,0,0,1,239.39419
2020,244,BC,232.7261,5.66,4.3202,6.1306,10.5594,0,15.999,6,0,329.001,87,0,0.787671233,0.212328767,3.16574
2021,244,AB,1787.60439,3.51,306.5945,466.3783,706.507,0,0,1479,0,0,1005,0,0,1,257.41798
2021,244,BC,231.90741,0,7.4686,10.3511,17.2104,0,29,7,0,296.001,88,0,0.773810062,0.226189938,5.26091
2022,244,AB,1852.56152,4.18,318.7521,484.0505,688.6075,0,0,1491,0,0,1035,0,0,1,276.07947
2022,244,BC,221.48903,0,8.0602,9.0773,17.4124,0,27.001,7,0,275,90,0,0.75689284,0.24310716,3.81854
1990,252,BC,155.259,0,2.9098,75.1696,0.1305,0,79,0,0,204,0,0,1,0,26.08486
1991,252,BC,153.23701,0,2.7257,69.6753,0.129,0,74,0,0,203,0,0,1,0,26.14516
1992,252,BC,149.74613,0,2.861,67.8068,0.1122,0,73,0,0,199,0,0,1,0,23.4516
1993,252,BC,144.74319,0,2.6877,60.4135,0.0988,0,66,0,0,199,0,0,1,0,20.03824
1994,252,BC,137.70517,0,3.057,62.7466,0.0764,0,70,0,0,189,0,0,1,0,19.0322
1995,252,BC,128.9962,0,2.6283,49.2906,0.051,0,60,0,0,194,0,0,1,0,13.89743
1996,252,BC,119.54362,0,2.0571,34.2529,0,0,46,0,0,202,0,0,1,0,9.18901
1997,252,BC,123.66196,0,2.672,33.5222,0.1458,0,42,0,0,200,0,0,1,0,9.7171
1998,252,BC,127.60815,0,3.2468,31.7482,0.315,0,39,0,0,197,0,0,1,0,9.94168
1999,252,BC,136.08573,0,3.5816,28.505,0.4335,0,36,0,0,195,0,0,1,0,9.77574
2000,252,BC,129.92586,0,4.4669,27.1627,0.6204,0,34,0,0,191,0,0,1,0,8.69964
2001,252,BC,132.8873,0,5.236,26.7545,0.8094,0,35,0,0,191,0,0,1,0,9.47809
2002,252,BC,126.45116,0,4.6594,26.2292,0.9914,0,34,0,0,190,0,0,1,0,9.6237
2003,252,BC,119.90594,0,4.1726,26.7022,1.1851,0,33,0,0,189,0,0,1,0,10.48078
2004,252,BC,113.30202,0,3.6338,26.9504,1.3657,0,33,0,0,187,0,0,1,0,11.24451
2005,252,BC,106.98621,0,3.1607,27.6933,1.556,0,32,0,0,186,0,0,1,0,12.35187
2006,252,BC,101.42843,0,2.6837,28.9755,1.7408,0,33,0,0,184,0,0,1,0,14.03396
2007,252,BC,105.65649,0,2.0791,24.1191,1.6119,0,29,0,0,189,0,0,1,0,12.27538
2008,252,BC,111.27905,2.09,1.5094,19.3137,1.4869,0,27,0,0,190,0,0,1,0,10.39246
2009,252,BC,115.37209,3.13,0.9367,14.7721,1.3412,0,25,0,0,193,0,0,1,0,8.705
2010,252,BC,119.01319,4.19,0.4034,9.1365,1.1001,0,20,0,0,199,0,0,1,0,5.94607
2011,252,BC,122.70387,5.2,0,5.7221,0.8379,0,20,0,0,198,0,0,1,0,4.79598
2012,252,BC,118.33682,5.75,0.5362,5.5812,1.1226,0,19,0,0,197,0,0,1,0,4.3245
2013,252,BC,114.00182,6.28,1.0792,5.0747,1.3361,0,18,0,0,196,0,0,1,0,3.5844
2014,252,BC,110.9534,6.82,1.8039,5.3651,1.671,0,22,0,0,191,0,0,1,0,3.48523
2015,252,BC,107.01031,7.37,2.4621,5.1435,1.9345,0,22,0,0,190,0,0,1,0,2.97451
2016,252,BC,103.66905,7.87,3.1122,4.9208,2.147,0,21,0,0,189,0,0,1,0,2.49795
2017,252,BC,101.1038,6.14,2.3779,4.8577,2.6044,0,18,0,0,189,0,0,1,0,2.17775
2018,252,BC,99.30646,4.49,1.7722,4.9711,3.0967,0,16,0,0,188,0,0,1,0,1.94899
2019,252,BC,97.37147,2.94,1.1371,4.9832,3.5197,0,15,0,0,187,0,0,1,0,1.73422
2020,252,BC,95.45731,0,0.6594,6.0055,4.5951,0,14,0,0,184,0,0,1,0,1.88427
2021,252,BC,93.28296,0,0,7.7005,6.3995,0,14,0,0,180,0,0,1,0,2.13902
2022,252,BC,91.42733,0,0,6.7966,6.3934,0,13,0,0,178,0,0,1,0,1.38135
1990,371,MB,120.04924,0,3.7299,79.0901,0,0,0,83,0,0,82,0,0,1,5.83229
1991,371,MB,126.88317,0,4.2563,79.2037,0,0,0,83,0,0,85,0,0,1,0
1992,371,MB,124.96747,0,3.7744,81.5456,0,0,0,85,0,0,86,0,0,1,0.08972
1993,371,MB,123.79166,1.37,3.286,85.394,0,0,0,89,0,0,86,0,0,1,0.1677
1994,371,MB,122.34373,2.07,2.5981,86.8519,0,0,0,89,0,0,88,0,0,1,0.24899
1995,371,MB,120.62688,2.78,1.826,87.284,0,0,0,89,0,0,92,0,0,1,0.32832
1996,371,MB,119.25599,3.49,0.9741,88.6059,0,0,0,90,0,0,95,0,0,1,0.38832
1997,371,MB,123.26532,2.77,8.579,75.0939,1.7371,0,0,86,0,0,101,0,0,1,3.52139
1998,371,MB,131.12531,2.06,14.9668,75.8726,3.1706,0,0,95,0,0,95,0,0,1,5.98154
1999,371,MB,139.23204,1.36,20.5378,77.3448,4.4074,0,0,104,0,0,89,0,0,1,8.12108
2000,371,MB,146.65972,0,24.6428,76.9479,5.3294,0,0,108,0,0,89,0,0,1,10.24908
2001,371,MB,152.62479,0,28.7804,78.3236,6.2561,0,0,115,0,0,82,0,0,1,12.0175
2002,371,MB,152.59534,0,30.9841,75.6168,6.5691,0,0,114,0,0,82,0,0,1,10.79066
2003,371,MB,152.56498,0,33.1995,72.9885,6.892,0,0,114,0,0,82,0,0,1,9.57825
2004,371,MB,152.47549,0,35.2896,70.2082,7.1922,0,0,114,0,0,82,0,0,1,8.42065
2005,371,MB,152.40028,0,37.4002,67.5185,7.4913,0,0,113,0,0,83,0,0,1,7.28511
2006,371,MB,158.42329,0,41.0827,67.4634,8.1039,0,0,118,0,0,85,0,0,1,6.40848
2007,371,MB,163.30056,0,42.865,71.4459,8.4291,0,0,124,0,0,83,0,0,1,6.1506
2008,371,MB,168.05878,0,44.4767,75.1624,8.7309,0,0,129,0,0,82,0,0,1,5.93763
2009,371,MB,172.30199,0,45.3893,77.8562,8.8845,0,0,133,0,0,82,0,0,1,5.89427
2010,371,MB,178.0764,0,47.6173,82.3315,9.3012,0,0,140,0,0,80,0,0,1,5.61956
2011,371,MB,176.97028,0,47.9714,83.5356,9.353,0,0,142,0,0,76,0,0,1,5.14051
2012,371,MB,181.02427,0,50.3954,83.691,12.2536,0,0,147,0,0,73,0,0,1,4.99979
2013,371,MB,184.01987,0,52.5576,83.3453,15.1371,0,0,152,0,0,70,0,0,1,4.83681
2014,371,MB,186.91512,0,54.6958,82.9023,18.0418,0,0,157,0,0,66,0,0,1,4.67122
2015,371,MB,189.86335,0,56.8576,82.4694,20.9931,0,0,161,0,0,63,0,0,1,4.51808
2016,371,MB,192.40489,0,58.8959,81.8552,23.9188,0,0,166,0,0,60,0,0,1,4.38715
2017,371,MB,184.86778,0,51.5893,81.781,20.5597,0,0,156,0,0,61,0,0,1,4.52573
2018,371,MB,177.49594,0,44.0699,81.8106,17.0895,0,0,147,0,0,63,0,0,1,4.72479
2019,371,MB,170.14537,0,36.376,82.074,13.53,0,0,137,0,0,66,0,0,1,4.94739
2020,371,MB,162.8482,0,28.4499,82.577,9.8632,0,0,128,0,0,68,0,0,1,5.1728
2021,371,MB,155.66295,0,20.2032,83.4131,6.0238,0,0,119,0,0,70,0,0,1,5.3865
2022,371,MB,152.66835,0,12.4996,91.1805,2.1299,0,0,115,0,0,71,0,0,1,5.38242
1990,374,ON,51.79302,0,2.0955,6.6395,3.1951,15,0,0,208,0,0,1,0,0,4.09721
1991,374,ON,53.03935,0,2.4935,7.3034,4.0132,17,0,0,206,0,0,1,0,0,4.95551
1992,374,ON,52.41931,1.65,1.9437,6.6287,3.1276,15,0,0,208,0,0,1,0,0,3.86337
1993,374,ON,54.14163,3.33,1.4778,6.1954,2.3769,13,0,0,209,0,0,1,0,0,2.91046
1994,374,ON,55.89479,5.08,1.0013,5.7829,1.6057,11,0,0,211,0,0,1,0,0,1.949
1995,374,ON,57.66568,6.85,0.5118,5.3748,0.8134,10,0,0,212,0,0,1,0,0,0.97883
1996,374,ON,59.46879,8.68,0,5,0,8,0,0,214,0,0,1,0,0,0
1997,374,ON,67.17867,7.58,0,5.1489,0.5211,9,0,0,214,0,0,1,0,0,0.25426
1998,374,ON,74.87211,6.49,0,5.2872,1.0428,9,0,0,213,0,0,1,0,0,0.5015
1999,374,ON,82.56208,5.42,0,5.4325,1.5575,10,0,0,212,0,0,1,0,0,0.75076
2000,374,ON,90.27674,4.37,0,5.5704,2.0696,11,0,0,212,0,0,1,0,0,1.00241
2001,374,ON,97.8307,3.33,0,5.7051,2.5749,11,0,0,211,0,0,1,0,0,1.25234
2002,374,ON,94.1361,2.67,0.6705,4.7716,2.058,11,0,0,204,0,0,1,0,0,1.00019
2003,374,ON,90.46829,2.01,1.3408,3.8135,1.5457,10,0,0,197,0,0,1,0,0,0.74084
2004,374,ON,86.85042,1.34,2.0121,2.8785,1.0294,9,0,0,189,0,0,1,0,0,0.49204
2005,374,ON,83.27519,0,2.6916,1.9426,0.5158,8,0,0,182,0,0,1,0,0,0.24506
2006,374,ON,80.37196,0,3.4,1.02,0,7,0,0,176,0,0,1,0,0,0
2007,374,ON,80.58439,0,3.0204,0.912,0.1976,7,0,0,179,0,0,1,0,0,0.00872
2008,374,ON,80.7648,0,2.6328,0.8044,0.4029,7,0,0,182,0,0,1,0,0,0.01734
2009,374,ON,80.98528,1.06,2.2553,0.6882,0.5964,8,0,0,185,0,0,1,0,0,0.01724
2010,374,ON,81.20112,1.42,1.877,0.5832,0.7898,7,0,0,188,0,0,1,0,0,0.02568
2011,374,ON,80.95965,1.76,1.4853,0.4768,0.9779,7,0,0,189,0,0,1,0,0,0.03394
2012,374,ON,82.29885,1.58,1.4224,1.1875,0.8901,9,0,0,187,0,0,1,0,0,0.18719
2013,374,ON,83.56733,1.41,1.3583,1.9003,0.8114,9,0,0,184,0,0,1,0,0,0.34141
2014,374,ON,84.74285,1.25,1.3111,2.6005,0.7284,10,0,0,180,0,0,1,0,0,0.48823
2015,374,ON,85.84891,1.1,1.2527,3.3137,0.6536,11,0,0,177,0,0,1,0,0,0.64499
2016,374,ON,86.78925,0.94,1.202,4.0343,0.5737,12,0,0,174,0,0,1,0,0,0.80154
2017,374,ON,90.50229,0,1.6704,4.7999,0.7997,12,0,0,177,0,0,1,0,0,0.917
2018,374,ON,94.17751,0,2.133,5.5496,1.0273,13,0,0,180,0,0,1,0,0,1.02233
2019,374,ON,97.82156,0,2.5868,6.2911,1.242,13,0,0,182,0,0,1,0,0,1.13457
2020,374,ON,101.44015,0,3.0216,7.0182,1.4602,14,0,0,185,0,0,1,0,0,1.23659
2021,374,ON,105.03609,0,3.4518,7.7247,1.6635,13,0,0,187,0,0,1,0,0,1.3452
2022,374,ON,110.27522,0,3.9073,8.463,1.8797,14,0,0,190,0,0,1,0,0,1.42012
1990,375,MB,74431.74966,56.32,11352.1369,43746.6824,1583.1706,1744.496,15039.68,39115.244,2063.622,10661.793,19971.235,0.042982922,0.290097213,0.666919865,9941.34976
1991,375,MB,75870.57926,47.59,11434.1924,41906.1988,1648.2986,1453.999,14873.537,38603.875,2389.871,10867.38,20519.41,0.043331682,0.290175589,0.666492729,8621.33238
1992,375,MB,76253.15579,66.71,11856.9689,43585.0886,1969.5927,1742.781,15345.209,39645.43,2135.087,10434.216,19497.347,0.04366965,0.290308611,0.666021738,8142.19564
1993,375,MB,76180.75158,88.45,12095.3502,44788.0183,2268.1916,1777.92,15720.693,40422.807,2137.135,10097.212,18741.303,0.044040315,0.290424701,0.665534983,7918.72121
1994,375,MB,75679.58417,109.25,11862.7472,44127.7276,2491.9154,1761.764,15452.358,39867.297,2188.042,10405.238,19319.37,0.0443828,0.290554149,0.66506305,7774.87317
1995,375,MB,75279.40757,130.21,11893.98,44743.9636,2794.2065,1750.727,15682.558,40182.134,2235.08,10214.014,19023.557,0.044740076,0.290685072,0.664574853,7717.17637
1996,375,MB,74688.00381,151.18,11847.3553,45020.408,3088.9468,1784.236,15820.139,40306.044,2237.014,10114.942,18920.695,0.045089836,0.290807224,0.66410294,7767.95771
1997,375,MB,75005.22425,140.72,12983.9393,43034.3217,3266.3391,1709.123,15697.052,39940.243,2347.373,10277.222,19268.055,0.045456503,0.291063932,0.663479565,7443.05175
1998,375,MB,75325.19817,130.54,14115.7109,41130.5229,3446.6863,1646.488,15581.129,39617.803,2445.259,10431.656,19569.735,0.045824304,0.291322455,0.662853241,7122.57192
1999,375,MB,75639.76871,120.72,15205.6186,39198.6666,3621.2548,1592.517,15453.518,39241.383,2534.98,10598.708,19929.963,0.046194154,0.291571509,0.662234338,6799.98456
2000,375,MB,75829.07263,110.02,16159.8926,37067.6431,3769.9944,1549.516,15258.051,38580.853,2613.23,10832.904,20571.516,0.046559993,0.29182532,0.661614687,6555.08416
2001,375,MB,76093.93801,101.8,17202.0563,35214.0233,3943.0504,1497.831,15124.868,38235.721,2673.43,10976.819,20889.401,0.046659408,0.291971482,0.66136911,6219.48219
2002,375,MB,75958.15459,138.9,17956.0877,34243.3879,3954.5844,1620.373,15047.858,37939.189,2557.409,11066.459,20931.783,0.046855519,0.292882655,0.660261825,5644.06194
2003,375,MB,75973.79527,177.12,18881.6006,33510.3121,3993.6872,1684.294,15070.212,38000.913,2496.694,11054.838,20614.118,0.047019093,0.293800449,0.659180458,4967.34438
2004,375,MB,75876.09363,216.67,19707.5938,32595.5599,4004.9963,1808.981,15003.223,37816.216,2377.525,11133.274,20538.85,0.047210162,0.29473462,0.658055218,4379.64018
2005,375,MB,75761.68324,258.97,20500.1771,31635.3186,4007.6042,1934.152,14940.5,37534.768,2257.064,11207.445,20555.142,0.047396359,0.295693992,0.656909649,3787.0806
2006,375,MB,75735.447,303.51,21327.1101,30723.101,4013.3887,2070.9,14903.007,37292.512,2150.204,11298.245,20578.2,0.047807875,0.296753217,0.655438907,3196.3565
2007,375,MB,75303.54403,308.87,21408.4748,31329.317,4006.5081,2086.533,15108.12,37880.768,2084.004,10800.795,19683.85,0.047584931,0.295615151,0.656799918,2975.06601
2008,375,MB,75020.9132,315.46,21571.4302,32022.9725,4011.7872,2076.564,15329.375,38637.481,2044.426,10311.241,18735.983,0.047294275,0.294262873,0.658442852,2762.19172
2009,375,MB,74823.94686,322.83,21741.5324,32689.7847,4021.0931,2076.026,15572.411,39446.983,1996.75,9813.076,17802.823,0.04697113,0.292769604,0.660259266,2564.00695
2010,375,MB,74739.49778,329.24,21949.949,33371.3996,4035.2813,2093.46,15829.877,40237.073,1924.179,9303.959,16919.522,0.046549981,0.291210729,0.66223929,2381.15338
2011,375,MB,74767.7348,334.93,22272.7995,34147.3652,4054.5852,2095.568,16094.476,41043.366,1842.688,8748.583,15996.389,0.045889151,0.289475055,0.664635794,2172.68797
2012,375,MB,76263.38802,296.44,23096.4385,34107.8828,5441.9691,2106.274,16646.401,42367.735,1783.494,8309.741,14944.425,0.045146879,0.289655304,0.665197816,2117.2396
2013,375,MB,77706.90274,257.19,23902.5836,34031.0425,6842.954,2122.637,17199.27,43650.503,1727.875,7850.538,13946.247,0.044516097,0.289602966,0.665880937,2068.97206
2014,375,MB,79103.32776,219.54,24702.2263,33913.3451,8246.9889,2142.138,17746.815,44882.107,1669.251,7382.401,13004.358,0.043896322,0.289416837,0.666686841,2024.75122
2015,375,MB,80455.34804,182.92,25503.7001,33760.3003,9648.7895,2167.416,18288.399,45978.246,1612.135,6919.321,12193.555,0.043363828,0.289215103,0.667421069,1986.60971
2016,375,MB,81728.57958,146.56,26293.8068,33560.6916,11042.1015,2198.217,18826.193,47029.651,1545.617,6459.591,11421.801,0.042795933,0.289042921,0.668161146,1958.28227
2017,375,MB,83002.47699,120.54,27384.7797,34107.8708,10840.6697,2281.896,19181.001,47532.173,1512.77,6177.06,10981.171,0.043285458,0.289257414,0.667457128,1747.37374
2018,375,MB,84260.39659,96.72,28468.6965,34645.4946,10631.4687,2368.535,19530.437,48016.097,1475.077,5898.966,10553.957,0.043755438,0.289486732,0.666757829,1538.44826
2019,375,MB,85506.04866,75.03,29563.7789,35179.7863,10418.525,2457.747,19878.094,48499.229,1432.18,5621.719,10131.1,0.044193637,0.289704533,0.66610183,1331.76171
2020,375,MB,86730.19977,54.02,30647.4856,35700.0032,10196.9513,2547.517,20221.368,48971.186,1390.725,5347.206,9712.07,0.044656296,0.289925764,0.66541794,1129.12583
2021,375,MB,87927.14429,33.64,31725.3094,36200.2259,9970.0448,2611.486,20558.622,49436.962,1369.866,5077.255,9300.879,0.045060821,0.290146078,0.664793101,931.32438
2022,375,MB,89138.46991,35.54,32832.684,36749.9491,9747.7969,2749.489,20885.489,49890.092,1288.69,4818.303,8907.008,0.045609006,0.290310161,0.664080833,734.80508
1990,376,MB,36.05533,0,3.468,10.878,1.0141,0,15,0,0,41,0,0,1,0,2.26996
1991,376,MB,36.77417,0,3.1921,9.5947,0.9932,0,14,0,0,42,0,0,1,0,1.57906
1992,376,MB,36.93693,0,3.41,10.7036,1.1564,0,15,0,0,40,0,0,1,0,1.72869
1993,376,MB,37.2405,0,3.6723,11.9044,1.3333,0,17,0,0,38,0,0,1,0,1.91567
1994,376,MB,37.81912,0,3.5756,11.8895,1.3749,0,17,0,0,39,0,0,1,0,1.97281
1995,376,MB,37.32234,0,3.5983,12.2586,1.4531,0,17,0,0,38,0,0,1,0,2.11345
1996,376,MB,37.28267,0,3.6268,12.6702,1.533,0,18,0,0,37,0,0,1,0,2.31314
1997,376,MB,37.18374,0,4.2443,12.3002,1.6255,0,18,0,0,36,0,0,1,0,2.39869
1998,376,MB,37.12008,0,4.8686,12.0483,1.7431,0,19,0,0,36,0,0,1,0,2.48658
1999,376,MB,37.05039,0,5.4613,11.7667,1.842,0,19,0,0,35,0,0,1,0,2.56534
2000,376,MB,37.01734,0,6.0569,11.522,1.9411,0,21,0,0,35,0,0,1,0,2.63844
2001,376,MB,36.99999,0,6.4052,10.913,1.9918,0,20,0,0,35,0,0,1,0,2.73426
2002,376,MB,36.04561,0,6.3441,10.8893,1.8966,0,20,0,0,34,0,0,1,0,2.29583
2003,376,MB,35.60986,0,6.1687,10.6767,1.7646,0,20,0,0,34,0,0,1,0,1.8903
2004,376,MB,34.17214,0,6.1601,10.7814,1.6486,0,20,0,0,32,0,0,1,0,1.41171
2005,376,MB,33.11581,0,5.8356,10.3794,1.4649,0,18,0,0,32,0,0,1,0,0.92645
2006,376,MB,32.06831,0,5.5203,9.9614,1.2583,0,17,0,0,32,0,0,1,0,0.39963
2007,376,MB,31.60496,0,5.2178,9.1224,1.1699,0,16,0,0,32,0,0,1,0,0.52209
2008,376,MB,31.35416,0,5.0652,8.6037,1.1311,0,15,0,0,31,0,0,1,0,0.61556
2009,376,MB,31.10215,0,4.817,7.9556,1.0574,0,14,0,0,31,0,0,1,0,0.70766
2010,376,MB,31.21763,0,4.4933,7.2188,0.9778,0,13,0,0,31,0,0,1,0,0.81116
2011,376,MB,30.74331,0,4.3949,6.8886,0.9465,0,12,0,0,30,0,0,1,0,0.86376
2012,376,MB,31.3774,0,4.7919,8.3231,1.0149,0,14,0,0,29,0,0,1,0,0.86342
2013,376,MB,31.74369,0,5.2061,9.7811,1.0927,0,16,0,0,27,0,0,1,0,0.85041
2014,376,MB,33.00122,0,5.9238,11.8612,1.225,0,19,0,0,26,0,0,1,0,0.86749
2015,376,MB,32.78889,0,6.3689,13.4336,1.3075,0,21,0,0,23,0,0,1,0,0.82103
2016,376,MB,33.37486,0,6.9396,15.3215,1.4089,0,24,0,0,21,0,0,1,0,0.7986
2017,376,MB,36.66821,0,8.8533,17.0798,1.537,0,27,0,0,19,0,0,1,0,0.66939
2018,376,MB,39.92732,0,10.7455,18.8828,1.6817,0,31,0,0,17,0,0,1,0,0.54203
2019,376,MB,43.1887,0,12.7313,20.8851,1.8236,0,35,0,0,14,0,0,1,0,0.42077
2020,376,MB,47.04826,0,14.6775,22.8303,1.9822,0,39,0,0,13,0,0,1,0,0.32258
2021,376,MB,49.35578,0,16.2676,24.2484,2.084,0,43,0,0,10,0,0,1,0,0.201
