Inv_Year,Province_Sale_ID,Fert_ID,Fert_Name,Fraction
2012,SK,3,Anhydrous ammonia,0.247928331
2012,SK,4,Other,0.153594625
2013,AB,1,Urea,0.648962656
2013,AB,2,Urea ammonium nitrate,0.022461964
2013,AB,3,Anhydrous ammonia,0.204149378
2013,AB,4,Other,0.124426003
2013,Atlantic,1,Urea,0.245333333
2013,Atlantic,2,Urea ammonium nitrate,0
2013,Atlantic,3,Anhydrous ammonia,0
2013,Atlantic,4,Other,0.754666667
2013,BC,1,Urea,0.613333333
2013,BC,2,Urea ammonium nitrate,0
2013,BC,3,Anhydrous ammonia,0.205
2013,BC,4,Other,0.181666667
2013,MB,1,Urea,0.361511335
2013,MB,2,Urea ammonium nitrate,0.148110831
2013,MB,3,Anhydrous ammonia,0.357329975
2013,MB,4,Other,0.133047859
2013,ON,1,Urea,0.38034632
2013,ON,2,Urea ammonium nitrate,0.384242424
2013,ON,3,Anhydrous ammonia,0.06034632
2013,ON,4,Other,0.175064935
2013,QC,1,Urea,0.363157895
2013,QC,2,Urea ammonium nitrate,0.237894737
2013,QC,3,Anhydrous ammonia,0.043157895
2013,QC,4,Other,0.355789474
2013,SK,1,Urea,0.5175
2013,SK,2,Urea ammonium nitrate,0.072276423
2013,SK,3,Anhydrous ammonia,0.211666667
2013,SK,4,Other,0.198556911
2014,AB,1,Urea,0.629410223
2014,AB,2,Urea ammonium nitrate,0.030825688
2014,AB,3,Anhydrous ammonia,0.196671035
2014,AB,4,Other,0.143093054
2014,Atlantic,1,Urea,0.138
2014,Atlantic,2,Urea ammonium nitrate,0
2014,Atlantic,3,Anhydrous ammonia,0
2014,Atlantic,4,Other,0.862
2014,BC,1,Urea,0.703529412
2014,BC,2,Urea ammonium nitrate,0
2014,BC,3,Anhydrous ammonia,0.096470588
2014,BC,4,Other,0.2
2014,MB,1,Urea,0.311968085
2014,MB,2,Urea ammonium nitrate,0.156382979
2014,MB,3,Anhydrous ammonia,0.370744681
2014,MB,4,Other,0.160904255
2014,ON,1,Urea,0.376157635
2014,ON,2,Urea ammonium nitrate,0.342068966
2014,ON,3,Anhydrous ammonia,0.080788177
2014,ON,4,Other,0.200985222
2014,QC,1,Urea,0.343333333
2014,QC,2,Urea ammonium nitrate,0.26173913
2014,QC,3,Anhydrous ammonia,0.065362319
2014,QC,4,Other,0.329565217
2014,SK,1,Urea,0.496469345
2014,SK,2,Urea ammonium nitrate,0.139408034
2014,SK,3,Anhydrous ammonia,0.21410148
2014,SK,4,Other,0.150021142
2015,AB,1,Urea,0.675443038
2015,AB,2,Urea ammonium nitrate,0.029367089
2015,AB,3,Anhydrous ammonia,0.145316456
2015,AB,4,Other,0.149873418
2015,Atlantic,1,Urea,0.194615385
2015,Atlantic,2,Urea ammonium nitrate,0
2015,Atlantic,3,Anhydrous ammonia,0
2015,Atlantic,4,Other,0.805384615
2015,BC,1,Urea,0.766666667
2015,BC,2,Urea ammonium nitrate,0
2015,BC,3,Anhydrous ammonia,0.045555556
2015,BC,4,Other,0.187777778
2015,MB,1,Urea,0.335583127
2015,MB,2,Urea ammonium nitrate,0.143920596
2015,MB,3,Anhydrous ammonia,0.366253102
2015,MB,4,Other,0.154243176
2015,ON,1,Urea,0.292643678
2015,ON,2,Urea ammonium nitrate,0.405517241
2015,ON,3,Anhydrous ammonia,0.103678161
2015,ON,4,Other,0.19816092
2015,QC,1,Urea,0.335354839
2015,QC,2,Urea ammonium nitrate,0.218580645
2015,QC,3,Anhydrous ammonia,0.084645161
2015,QC,4,Other,0.361419355
2015,SK,1,Urea,0.510613437
2015,SK,2,Urea ammonium nitrate,0.135228822
2015,SK,3,Anhydrous ammonia,0.210788705
2015,SK,4,Other,0.143369036
2016,AB,1,Urea,0.661718519
2016,AB,2,Urea ammonium nitrate,0.02797037
2016,AB,3,Anhydrous ammonia,0.151851852
2016,AB,4,Other,0.158459259
2016,Atlantic,1,Urea,0.144571429
2016,Atlantic,2,Urea ammonium nitrate,0
2016,Atlantic,3,Anhydrous ammonia,0
2016,Atlantic,4,Other,0.855428571
2016,BC,1,Urea,0.782
2016,BC,2,Urea ammonium nitrate,0
2016,BC,3,Anhydrous ammonia,0
2016,BC,4,Other,0.218
2016,MB,1,Urea,0.364258373
2016,MB,2,Urea ammonium nitrate,0.11291866
2016,MB,3,Anhydrous ammonia,0.35507177
2016,MB,4,Other,0.167751196
2016,ON,1,Urea,0.421308411
2016,ON,2,Urea ammonium nitrate,0.304084588
2016,ON,3,Anhydrous ammonia,0.08046729
2016,ON,4,Other,0.194139711
2016,QC,1,Urea,0.403974359
2016,QC,2,Urea ammonium nitrate,0.200294219
2016,QC,3,Anhydrous ammonia,0.042051282
2016,QC,4,Other,0.35368014
2016,SK,1,Urea,0.503872832
2016,SK,2,Urea ammonium nitrate,0.124084778
2016,SK,3,Anhydrous ammonia,0.20539499
2016,SK,4,Other,0.166647399
2017,AB,1,Urea,0.679526412
2017,AB,2,Urea ammonium nitrate,0.038615665
2017,AB,3,Anhydrous ammonia,0.127878833
2017,AB,4,Other,0.15397909
2017,Atlantic,1,Urea,0.148387097
2017,Atlantic,2,Urea ammonium nitrate,0
2017,Atlantic,3,Anhydrous ammonia,0
2017,Atlantic,4,Other,0.851612903
2017,BC,1,Urea,0.773636364
2017,BC,2,Urea ammonium nitrate,0
2017,BC,3,Anhydrous ammonia,0
2017,BC,4,Other,0.226363636
2017,MB,1,Urea,0.404619165
2017,MB,2,Urea ammonium nitrate,0.13022113
2017,MB,3,Anhydrous ammonia,0.286093366
2017,MB,4,Other,0.179066339
2017,ON,1,Urea,0.383696682
2017,ON,2,Urea ammonium nitrate,0.376872038
2017,ON,3,Anhydrous ammonia,0.055898202
2017,ON,4,Other,0.183533078
2017,QC,1,Urea,0.436206897
2017,QC,2,Urea ammonium nitrate,0.217241379
2017,QC,3,Anhydrous ammonia,0.049482759
2017,QC,4,Other,0.297068966
2017,SK,1,Urea,0.530176744
2017,SK,2,Urea ammonium nitrate,0.126846512
2017,SK,3,Anhydrous ammonia,0.181544186
2017,SK,4,Other,0.161432558
2018,AB,1,Urea,0.672688172
2018,AB,2,Urea ammonium nitrate,0.027842879
2018,AB,3,Anhydrous ammonia,0.139815668
2018,AB,4,Other,0.159653281
2018,Atlantic,1,Urea,0.102222222
2018,Atlantic,2,Urea ammonium nitrate,0
2018,Atlantic,3,Anhydrous ammonia,0
2018,Atlantic,4,Other,0.897777778
2018,BC,1,Urea,0.74962963
2018,BC,2,Urea ammonium nitrate,0
2018,BC,3,Anhydrous ammonia,0.03037037
2018,BC,4,Other,0.22
2018,MB,1,Urea,0.395990566
2018,MB,2,Urea ammonium nitrate,0.106873315
2018,MB,3,Anhydrous ammonia,0.317169811
2018,MB,4,Other,0.179966307
2018,ON,1,Urea,0.431979695
2018,ON,2,Urea ammonium nitrate,0.325989848
2018,ON,3,Anhydrous ammonia,0.058274112
2018,ON,4,Other,0.183756345
2018,QC,1,Urea,0.457309942
2018,QC,2,Urea ammonium nitrate,0.193099415
2018,QC,3,Anhydrous ammonia,0.091111111
2018,QC,4,Other,0.258479532
2018,SK,1,Urea,0.504176211
2018,SK,2,Urea ammonium nitrate,0.117744493
2018,SK,3,Anhydrous ammonia,0.203013216
2018,SK,4,Other,0.175066079
2019,AB,1,Urea,0.663856115
2019,AB,2,Urea ammonium nitrate,0.035806783
2019,AB,3,Anhydrous ammonia,0.122885079
2019,AB,4,Other,0.177452023
2019,Atlantic,1,Urea,0.204444444
2019,Atlantic,2,Urea ammonium nitrate,0
2019,Atlantic,3,Anhydrous ammonia,0
2019,Atlantic,4,Other,0.795555556
2019,BC,1,Urea,0.74962963
2019,BC,2,Urea ammonium nitrate,0
2019,BC,3,Anhydrous ammonia,0.015185185
2019,BC,4,Other,0.235185185
2019,MB,1,Urea,0.395620767
2019,MB,2,Urea ammonium nitrate,0.140438568
2019,MB,3,Anhydrous ammonia,0.284840081
2019,MB,4,Other,0.179100583
2019,ON,1,Urea,0.375045045
2019,ON,2,Urea ammonium nitrate,0.368918919
2019,ON,3,Anhydrous ammonia,0.048521704
2019,ON,4,Other,0.207514333
2019,QC,1,Urea,0.453741497
2019,QC,2,Urea ammonium nitrate,0.198095238
2019,QC,3,Anhydrous ammonia,0.099448273
2019,QC,4,Other,0.248714992
2019,SK,1,Urea,0.516830797
2019,SK,2,Urea ammonium nitrate,0.12778872
2019,SK,3,Anhydrous ammonia,0.170313339
2019,SK,4,Other,0.185067144
2020,AB,1,Urea,0.713793103
2020,AB,2,Urea ammonium nitrate,0.03862069
2020,AB,3,Anhydrous ammonia,0.077214854
2020,AB,4,Other,0.170371353
2020,Atlantic,1,Urea,0.299
2020,Atlantic,2,Urea ammonium nitrate,0.0195
2020,Atlantic,3,Anhydrous ammonia,0.082
2020,Atlantic,4,Other,0.5995
2020,BC,1,Urea,0.784705882
2020,BC,2,Urea ammonium nitrate,0
2020,BC,3,Anhydrous ammonia,0.012058824
2020,BC,4,Other,0.203235294
2020,MB,1,Urea,0.501902834
2020,MB,2,Urea ammonium nitrate,0.146842105
2020,MB,3,Anhydrous ammonia,0.184251012
2020,MB,4,Other,0.167004049
2020,ON,1,Urea,0.333422819
2020,ON,2,Urea ammonium nitrate,0.378657718
2020,ON,3,Anhydrous ammonia,0.060536913
2020,ON,4,Other,0.22738255
2020,QC,1,Urea,0.38244186
2020,QC,2,Urea ammonium nitrate,0.258488372
2020,QC,3,Anhydrous ammonia,0.123953488
2020,QC,4,Other,0.235116279
2020,SK,1,Urea,0.529123435
2020,SK,2,Urea ammonium nitrate,0.131395349
2020,SK,3,Anhydrous ammonia,0.156225403
2020,SK,4,Other,0.183255814
2021,AB,1,Urea,0.742657677
2021,AB,2,Urea ammonium nitrate,0.031207873
2021,AB,3,Anhydrous ammonia,0.095180055
2021,AB,4,Other,0.130954396
2021,Atlantic,1,Urea,0.26
2021,Atlantic,2,Urea ammonium nitrate,0.022608696
2021,Atlantic,3,Anhydrous ammonia,0.017826087
2021,Atlantic,4,Other,0.699565217
2021,BC,1,Urea,0.586318246
2021,BC,2,Urea ammonium nitrate,0
2021,BC,3,Anhydrous ammonia,0.008567016
2021,BC,4,Other,0.405114738
2021,MB,1,Urea,0.455106383
2021,MB,2,Urea ammonium nitrate,0.125021277
2021,MB,3,Anhydrous ammonia,0.258212766
2021,MB,4,Other,0.161659574
2021,ON,1,Urea,0.327111111
2021,ON,2,Urea ammonium nitrate,0.408296296
2021,ON,3,Anhydrous ammonia,0.042518519
2021,ON,4,Other,0.222074074
2021,QC,1,Urea,0.402875817
2021,QC,2,Urea ammonium nitrate,0.200522876
2021,QC,3,Anhydrous ammonia,0.133986928
2021,QC,4,Other,0.262614379
2021,SK,1,Urea,0.558383673
2021,SK,2,Urea ammonium nitrate,0.119918367
2021,SK,3,Anhydrous ammonia,0.164669388
2021,SK,4,Other,0.157028571
2022,AB,1,Urea,0.748165068
2022,AB,2,Urea ammonium nitrate,0.027699295
2022,AB,3,Anhydrous ammonia,0.095512852
2022,AB,4,Other,0.128622785
2022,Atlantic,1,Urea,0.2576
2022,Atlantic,2,Urea ammonium nitrate,0.0208
2022,Atlantic,3,Anhydrous ammonia,0.1312
2022,Atlantic,4,Other,0.5904
2022,BC,1,Urea,0.540351801
2022,BC,2,Urea ammonium nitrate,0.012996436
2022,BC,3,Anhydrous ammonia,0.061483137
2022,BC,4,Other,0.385168626
2022,MB,1,Urea,0.424932735
2022,MB,2,Urea ammonium nitrate,0.125336323
2022,MB,3,Anhydrous ammonia,0.308878924
2022,MB,4,Other,0.140852018
2022,ON,1,Urea,0.351865672
2022,ON,2,Urea ammonium nitrate,0.388059701
2022,ON,3,Anhydrous ammonia,0.038442403
2022,ON,4,Other,0.221632223
2022,QC,1,Urea,0.405882353
2022,QC,2,Urea ammonium nitrate,0.220235294
2022,QC,3,Anhydrous ammonia,0.108220211
2022,QC,4,Other,0.265662142
2022,SK,1,Urea,0.539516729
2022,SK,2,Urea ammonium nitrate,0.129275093
2022,SK,3,Anhydrous ammonia,0.168420074
2022,SK,4,Other,0.162788104
