ECODISTRIC,PROVINCE,Inv_Year_ID,ANCOARSE,ANMED,ANFINE,PERCOARSE,PERMED,PERFINE,Frac_Coarse,Frac_Medium,Frac_Fine
817,SK,2009,0,84327.441,3352.559,0,10771.748,407.253,0,0.961967935,0.038032065
819,SK,2009,21514.766,6135.235,0,4491.789,1281.211,0,0.778103528,0.221896472,0
820,SK,2009,739.92,163236.909,749.169,0,41248.003,0,0.003592298,0.9927705,0.003637202
821,SK,2009,507.616,148081.383,0,1133.123,49738.88,0,0.008225864,0.991774136,0
822,SK,2009,5665.033,124709.935,1183.03,1632.001,51361.762,970.239,0.039332446,0.949061012,0.011606543
824,SK,2009,20892.091,57211.6,1387.309,9231.033,30181.971,0,0.253339862,0.734992667,0.011667471
825,SK,2009,0,411805.007,0,1209.579,119153.422,0,0.002272927,0.997727073,0
826,SK,2009,13774.334,563128.846,86517.821,10538.288,157371.737,12729.42,0.028804361,0.853612542,0.117583097
827,SK,2009,24987.252,10333.977,1571.77,23573.239,9276.761,1446,0.682134764,0.275474277,0.04239096
830,SK,2009,13315.108,229790.9,34196.992,6925.758,83973.205,8353.037,0.053752748,0.833249074,0.112998178
831,SK,2009,5397.745,120591.466,1345.788,1515.145,33929.856,0,0.042467686,0.949264787,0.008267527
832,SK,2009,11607.079,234249.42,702.501,8626.908,128711.512,883.573,0.052585724,0.943292259,0.004122018
833,SK,2009,0,30595.742,19627.263,0,24097.178,15696.823,0,0.607584305,0.392415695
834,SK,2009,0,55058.118,132815.88,0,14184.571,43302.432,0,0.282207395,0.717792605
835,SK,2009,0,5647.064,13803.935,0,2069.129,5057.871,0,0.290322571,0.709677429
837,SK,2009,0,9706.518,1762.483,0,12788.398,2769.603,0,0.832312663,0.167687337
838,SK,2009,0,47601.775,2004.227,0,24927.777,2033.383,0,0.94726708,0.05273292
244,AB,2010,0,0,524,0,0,874,0,0,1
583,AB,2010,0,21.526,28.474,0,126.578,170.421,0,0.42681391,0.57318609
584,AB,2010,0,0,679,0,0,1967,0,0,1
586,AB,2010,6507.541,64696.854,26497.504,5175.058,25034.456,14606.488,0.081972853,0.629614311,0.288412836
587,AB,2010,20665.632,1264.65,0,7935.34,535.2,0,0.940796009,0.059203991,0
588,AB,2010,3556.724,9373.919,82183.948,3443.911,6508.673,48649.017,0.0455426,0.103324131,0.851133269
589,AB,2010,557.181,1810.839,0,416.235,1352.764,0,0.235294061,0.764705939,0
590,AB,2010,0,18061.519,32232.86,0,15783.205,48633.796,0,0.295042427,0.704957573
591,AB,2010,289.7,2333.335,109135.836,278.7,1462,90784.999,0.002782393,0.018578667,0.97863894
592,AB,2010,670.182,17836.053,100164.226,1413.177,22593.243,71480.578,0.009728165,0.188783039,0.801488796
593,AB,2010,0,6472.264,78769.737,0,2995.912,43001.089,0,0.072144529,0.927855471
594,AB,2010,0,0,40520.002,0,0,50920.999,0,0,1
595,AB,2010,0,3693.177,85367.823,0,958.588,18739.411,0,0.042771311,0.957228689
596,AB,2010,7310.679,40500.524,45356.788,4219.4,19471.136,24012.865,0.081848265,0.425719226,0.492432509
597,AB,2010,1075.7,12437.2,20446,1690.2,22350.2,28178.999,0.032095087,0.403667749,0.564237164
598,AB,2010,0,1035.3,65660.697,0,1279.6,69176.399,0,0.016878354,0.983121646
599,AB,2010,0,3191,55450.999,0,5814,40786,0,0.085564699,0.914435301
600,AB,2010,898.054,127.705,888,3358.52,527.647,3611.333,0.452285289,0.069634892,0.478079819
609,AB,2010,0,0,276,0,0,446,0,0,1
610,AB,2010,635.657,8455.926,20231.048,964.939,17527.208,50183.853,0.01633284,0.265137724,0.718529435
611,AB,2010,137.5,878.55,3227.95,207,1097.55,3735.45,0.03710685,0.212850065,0.750043085
612,AB,2010,0,4144.114,939.546,0,12416.384,3478.615,0,0.789397359,0.210602641
615,AB,2010,2712.77,10679.228,0,6479.414,20660.435,0,0.226789171,0.773210829,0
616,AB,2010,12592.546,2403.215,0,9359.071,5751.929,0,0.729125827,0.270874173,0
617,AB,2010,1326.286,3408.214,1030.5,2414.286,6977.214,2045.5,0.217449831,0.603733752,0.178816417
618,AB,2010,828.619,7661.648,489.81,1476.182,7770.789,1265.5,0.118240109,0.791709581,0.090050311
619,AB,2010,0,298,0,0,881,0,0,1,0
622,AB,2010,2401.732,8395.228,0,5692.565,19325.436,0,0.226003234,0.773996766,0
623,AB,2010,2743.07,14169.99,2799.684,9577.833,48047.784,12921.385,0.13650496,0.689319179,0.174175861
625,AB,2010,33.333,66.667,0,93.666,187.333,0,0.333331584,0.666668416,0
626,AB,2010,0,988,0,0,4111,0,0,1,0
629,AB,2010,185.5,2339.436,468.354,710.1,8765.758,2035.944,0.061743835,0.765606588,0.172649577
630,AB,2010,48.625,2745.606,41.111,315.625,23000.821,197.556,0.013823874,0.97711833,0.009057797
631,AB,2010,0,1327.6,138.4,0,4386.3,448.7,0,0.906824314,0.093175686
650,AB,2010,204.107,2409.305,302.339,777.833,9315.482,1169.684,0.069254342,0.826926704,0.103818954
678,AB,2010,4925.363,98156.085,4861.098,7457.973,149026.903,6587.647,0.045692426,0.912063631,0.042243943
679,AB,2010,0,11977.769,0,0,32189,0,0,1,0
680,AB,2010,3432.99,58359.66,0,7767.701,110636.998,0,0.062157912,0.937842088,0
681,AB,2010,2510.317,88056.222,23267.41,2704.706,44251.243,10883.44,0.030377594,0.770693146,0.198929259
683,AB,2010,46313.77,19318.001,0,33984,8515,0,0.7425987,0.2574013,0
684,AB,2010,472.818,77105.763,27658.339,1133.037,149664.817,55389.346,0.005156489,0.728172821,0.26667069
686,AB,2010,0,9954.391,0,0,22320,0,0,1,0
687,AB,2010,2615.777,8464.42,0,4441.945,15219.055,0,0.229585139,0.770414861,0
688,AB,2010,0,62528.002,0,0,56651.499,0,0,1,0
692,AB,2010,29.867,31799.422,10251.709,166.918,76960.576,38085.137,0.001251068,0.691445666,0.307303267
703,AB,2010,0,58453.22,654.709,0,118174.35,2048.7,0,0.984925031,0.015074969
708,AB,2010,1053,53750.993,0,4302.9,127604.951,0,0.028685379,0.971314621,0
727,AB,2010,27449.051,180174.473,133052.615,17437.059,98197.163,52134.836,0.088281117,0.547495851,0.364223031
728,AB,2010,3825.278,188515.384,3664.941,2074.722,50954.871,589.509,0.023635481,0.959321134,0.017043385
729,AB,2010,30865.508,94517.736,0,24992.846,56825.243,0,0.269584916,0.730415084,0
730,AB,2010,41986.542,375631.331,10257.778,29727.655,219169.08,7336.667,0.104828604,0.869452624,0.025718772
731,AB,2010,18504.135,407282.744,0,16557.465,182821.596,0,0.05608367,0.94391633,0
732,AB,2010,0,11488.5,0,0,20702.7,0,0,1,0
737,AB,2010,20615.5,106981.451,13316.9,13887.3,78673.4,10582.8,0.141371689,0.760701738,0.097926573
738,AB,2010,6608.41,119301.02,0,7107.7,34150.68,0,0.082049947,0.917950053,0
739,AB,2010,85221.555,7943.4,0,97908.33,9218.7,0,0.914314594,0.085685406,0
740,AB,2010,14831.9,139412.7,0,12516.9,85532.2,0,0.108400646,0.891599354,0
743,AB,2010,2111.4,73492.583,0,693,42335.119,0,0.02363947,0.97636053,0
744,AB,2010,0,180596.75,14432.8,0,83473.68,3368.32,0,0.936846695,0.063153305
746,AB,2010,0,142017.4,0,0,94141.2,0,0,1,0
750,AB,2010,0,42219.63,9424.77,0,106992.29,26563.11,0,0.805680784,0.194319216
769,AB,2010,0,85903.75,0,0,79215.15,0,0,1,0
771,AB,2010,13675.294,74894.15,202.4,8890.145,51395.22,132.4,0.151253423,0.846502453,0.002244124
777,AB,2010,9841.75,2191.35,0,12994.2,3039.3,0,0.813634355,0.186365645,0
779,AB,2010,0,24435,0,0,22785.3,0,0,1,0
781,AB,2010,11046,54485.625,148577.375,6153.28,15060.109,18343.651,0.067802848,0.274162572,0.65803458
786,AB,2010,0,96564.2,14.9,0,34006.3,20.4,0,0.999729721,0.000270279
787,AB,2010,0,46030.4,0,0,12248.2,0,0,1,0
788,AB,2010,0,48252.2,14800.8,0,15425.8,3847.2,0,0.773485898,0.226514102
790,AB,2010,14561.4,40760.9,0,4263.7,10418.6,0,0.268912329,0.731087671,0
791,AB,2010,0,187845,0,0,35105,0,0,1,0
793,AB,2010,43407.573,344631.02,22489.906,19562.837,120270.494,6453.094,0.113090378,0.834930053,0.051979569
797,AB,2010,1745.8,15390,48,971.6,8331.704,54,0.102384588,0.893772316,0.003843096
798,AB,2010,30821.9,300029.1,29050.7,19950.4,150388.79,14256.71,0.093246141,0.827217402,0.079536457
799,AB,2010,0,43561,0,0,65860,0,0,1,0
800,AB,2010,0,70153.55,67379.35,0,54365.72,44501.54,0,0.526730904,0.473269096
801,AB,2010,0,27728.25,2112.75,0,45039.35,3898.65,0,0.923692862,0.076307138
802,AB,2010,0,53365.6,0,449.04,48095.95,0,0.004406215,0.995593785,0
804,AB,2010,11386.82,31427.18,0,11839.67,24955.78,0,0.291755439,0.708244561,0
805,AB,2010,4230.803,6656.36,3772.835,1701.394,1829.59,1037.014,0.308518735,0.441333044,0.250148221
806,AB,2010,1144.4,49891.3,458.85,2477.8,81053.32,427.7,0.026741306,0.966713637,0.006545057
809,AB,2010,3331.9,92019.8,0,3574.055,45354.295,0,0.047864934,0.952135066,0
811,AB,2010,3975,4358.579,31307.92,1288.2,1056.635,6227.465,0.109163769,0.112316683,0.778519548
812,AB,2010,24884.825,17410.795,18779.2,30949.824,21421.715,17710.3,0.425709601,0.296077304,0.278213095
814,AB,2010,1143,9608.57,0,993.6,9121.26,0,0.102394133,0.897605867,0
815,AB,2010,18065.901,13797.516,0,12890.7,10334.266,0,0.561944267,0.438055733,0
818,AB,2010,0,29054.35,0,0,19636.35,0,0,1,0
821,AB,2010,1706.273,76253.024,740.445,882.756,31151.451,391.733,0.023298206,0.966513528,0.010188266
823,AB,2010,22129.233,112269.768,0,8835.344,37609.154,0,0.171223058,0.828776942,0
828,AB,2010,18899.521,550407.731,0,2937.674,98514.18,0,0.032555943,0.967444057,0
829,AB,2010,22308.3,10964.1,0,5089.8,2493,0,0.670614757,0.329385243,0
833,AB,2010,37.5,18013.4,11.25,82,5538.2,24.6,0.005040716,0.993447069,0.001512215
836,AB,2010,0,8829,0,0,1825,0,0,1,0
837,AB,2010,0,18267,0,0,11692,0,0,1,0
838,AB,2010,734.9,2937.101,0,897.6,2628.401,0,0.226799048,0.773200952,0
1016,AB,2010,492.5,568.5,0,2935,3778,0,0.440892719,0.559107281,0
1018,AB,2010,178.25,7898.95,163.7,517.7,27090.05,323.35,0.01924002,0.967295145,0.013464835
9593,AB,2010,0,11460.2,45840.8,0,5577.2,22308.8,0,0.2,0.8
9607,AB,2010,0,0,678,0,0,320,0,0,1
9609,AB,2010,436.033,5000.148,2909.8,1552.1,7610.7,3696.2,0.09375783,0.594711592,0.311530579
9687,AB,2010,5215.262,107451.97,0,7886.666,121477.731,0,0.054133123,0.945866877,0
9787,AB,2010,0,73311.35,0,0,22550.83,0,0,1,0
244,BC,2010,0,18.999,12,0,347.001,52,0,0.851162791,0.148837209
252,BC,2010,0,25,0,0,255,0,0,1,0
581,BC,2010,71.2,2150.08,0,191.6,6350,0,0.02999014,0.97000986,0
583,BC,2010,0,1707.32,378.017,0,9578,2566,0,0.793102307,0.206897693
585,BC,2010,622.722,16350.547,0.312,2151.056,66079.067,1.875,0.032553948,0.967420385,2.57E-05
591,BC,2010,13449.637,61815.399,16357.357,33293.635,148794.843,26104.512,0.15590685,0.702466431,0.141626719
610,BC,2010,0,0,0,0,0.999,0,0,1,0
618,BC,2010,292.528,3828.587,866.148,1291.527,15858.98,4439.495,0.059601882,0.740767231,0.199630888
940,BC,2010,53,23,0,477,85,0,0.830721003,0.169278997,0
943,BC,2010,0,1,0,0,6,0,0,1,0
944,BC,2010,127.25,16.548,0.2,913.763,138.834,4.4,0.866792118,0.129377724,0.003830157
948,BC,2010,0,0,0,0,0,0,0,0,0
950,BC,2010,64.451,471.019,0,150.657,1708.342,0,0.089835366,0.910164634,0
955,BC,2010,24,13,45.9,266.572,92.429,498,0.309151709,0.112170324,0.578677967
956,BC,2010,1130.045,1032.448,550.02,4003.017,3365,1085.985,0.459683437,0.393806662,0.1465099
957,BC,2010,112.274,71.562,0,347.286,227.715,0,0.605610955,0.394389045,0
958,BC,2010,7.465,3.535,0,34.609,15.392,0,0.689726398,0.310273602,0
959,BC,2010,3692.514,19547.246,471.23,3846.849,22942.528,600.259,0.147539543,0.83149224,0.020968217
960,BC,2010,7,0,0,54,0,0,1,0,0
962,BC,2010,0,9,0,0,51,0,0,1,0
969,BC,2010,0,5.49,0,0,280,0,0,1,0
971,BC,2010,48.45,2.55,0,463.6,30.399,0,0.939543008,0.060456992,0
972,BC,2010,2251.576,1256.851,2374.384,21399.743,10790.527,18613.725,0.417227935,0.212525257,0.370246808
974,BC,2010,87.513,33.966,39.52,2254.354,696.567,867.08,0.588556673,0.183597135,0.227846193
975,BC,2010,0,0,0,703,0,0,1,0,0
976,BC,2010,306.571,467.996,0,4116.594,7442.405,0,0.358628235,0.641371765,0
977,BC,2010,485.893,705.546,0,5391.275,6593.724,0,0.446036175,0.553963825,0
978,BC,2010,356.043,1161.271,0,4993.412,11247.586,0,0.301236683,0.698763317,0
979,BC,2010,2683.218,6201.788,0,16947.081,45935.916,0,0.273524387,0.726475613,0
980,BC,2010,21,5.6,1.4,199.5,53.2,13.3,0.75,0.2,0.05
981,BC,2010,0,7,3,0,462,173,0,0.727131783,0.272868217
982,BC,2010,1583.545,1409.538,1714.111,17448.863,17988.491,24925.644,0.292490423,0.298109294,0.409400283
987,BC,2010,6,6,0,100,120,0,0.456896552,0.543103448,0
988,BC,2010,342.07,249.93,0,1030.735,514.265,0,0.642398222,0.357601778,0
990,BC,2010,141.071,23.93,0,758.358,83.645,0,0.893173215,0.106826785,0
991,BC,2010,104.451,1920.149,547.351,348.451,7205.502,1656.047,0.038440323,0.77454498,0.187014697
992,BC,2010,11.2,30.799,0,30.4,83.6,0,0.266668376,0.733331624,0
995,BC,2010,65.468,279.53,0,98.375,413.624,0,0.1911827,0.8088173,0
1001,BC,2010,581.947,449.086,0,3770.065,2862.936,0,0.567848733,0.432151267,0
1002,BC,2010,291,37,0,704,93,0,0.884444444,0.115555556,0
1003,BC,2010,21,0,0,18,0,0,1,0,0
1004,BC,2010,782.427,1488.237,439.05,2899.933,5854.768,2656.3,0.260777163,0.520016515,0.219206322
1005,BC,2010,1889.881,3072.412,0,10672.272,17149.722,0,0.383176032,0.616823968,0
1006,BC,2010,3327.472,2331.761,0,17793.486,29200.52,0,0.401133119,0.598866881,0
1007,BC,2010,2882.092,2417.615,2298.422,4350.149,4756.456,5694.394,0.322880471,0.320283495,0.356836034
1008,BC,2010,1409.098,493.586,373.315,4607.056,2096.289,1429.653,0.577976341,0.248811197,0.173212462
1009,BC,2010,1277.782,300.353,0,2554.888,569.111,0,0.815091616,0.184908384,0
1010,BC,2010,2280.885,1073.244,0,731.865,534.138,0,0.652091758,0.347908242,0
1011,BC,2010,699.189,164.79,0,3002.526,566.475,0,0.83503986,0.16496014,0
1012,BC,2010,281.181,13.818,0,905.282,208.718,0,0.842060924,0.157939076,0
1013,BC,2010,295.278,146.223,141.5,2185.334,1331.666,1301,0.459287454,0.273632425,0.267080121
1015,BC,2010,1124.116,861.883,0,3233.288,2877.714,0,0.53815036,0.46184964,0
1017,BC,2010,195.2,140.8,0,596.04,456.96,0,0.569647228,0.430352772,0
371,MB,2010,0,0,143,0,0,70,0,0,1
375,MB,2010,2166.814,16342.659,41407.947,1781.094,8923.57,15781.986,0.045691227,0.292419431,0.661889342
376,MB,2010,0,14,0,0,31,0,0,1,0
379,MB,2010,733.672,403.724,0,1721.999,1392.001,0,0.577615212,0.422384788,0
380,MB,2010,1166.979,53.894,1264.427,4361.46,1592.866,3148.674,0.477070752,0.142105399,0.380823848
667,MB,2010,0,144,0,0,294,0,0,1,0
669,MB,2010,0,15185.85,0,0,11422,0,0,1,0
677,MB,2010,0,0,3467,0,0,4867,0,0,1
709,MB,2010,4303.729,137630.362,13673.758,2072.482,71977.857,3884.662,0.027302103,0.897515034,0.075182863
714,MB,2010,0,1559,0,0,934,0,0,1,0
715,MB,2010,570.555,15719.386,11268.159,1233.38,10201.215,8248.406,0.03818571,0.548687487,0.413126802
716,MB,2010,3624.649,37268.05,17866.05,4065,24128,14286,0.075956341,0.60645412,0.317589539
717,MB,2010,40774.872,37447.253,11768.378,25046.529,25089.76,4896.709,0.453867136,0.431219854,0.11491301
718,MB,2010,0,1457.7,0,0,7836,0,0,1,0
720,MB,2010,0,0,1270.6,0,0,5049,0,0,1
723,MB,2010,62,19335.25,1518.7,235,87904.999,4654,0.002611909,0.943103483,0.054284608
724,MB,2010,2681.028,23644.476,119108.146,5469.217,21604.358,75909.427,0.032808771,0.182148957,0.785042272
726,MB,2010,36738.964,0,1131.987,71169.682,0,1046.318,0.980212868,0,0.019787132
751,MB,2010,6488.963,27903.391,0,6433.084,15509.917,0,0.229377218,0.770622782,0
752,MB,2010,0,88162.71,881.292,0,56587.033,491.966,0,0.990602041,0.009397959
753,MB,2010,2398.901,403321.098,5850,1892.67,153995.203,3314.13,0.007518888,0.976425436,0.016055675
757,MB,2010,37111.695,24925.302,1572.65,19308.886,7613.116,0,0.623213888,0.359414838,0.017371273
758,MB,2010,30992.112,103152.379,6566.91,17715.279,39903.672,7003.047,0.237211244,0.696701324,0.066087432
759,MB,2010,4704.045,33355.954,0,1978.023,14025.978,0,0.123595516,0.876404484,0
760,MB,2010,0,72452,0,557.302,31082.698,0,0.005353937,0.994646063,0
763,MB,2010,59672.346,44797.109,3626.55,47997.897,21606.885,4695.218,0.590310314,0.364064959,0.045624727
764,MB,2010,0,64162.001,0,1328.962,26906.037,0,0.014383173,0.985616827,0
765,MB,2010,2858.85,310032.149,0,5058.156,95504.846,0,0.019148457,0.980851543,0
766,MB,2010,970.431,177047.565,0,691.786,45743.214,0,0.007405635,0.992594365,0
839,MB,2010,7898.922,71562.323,8760.756,2395.855,25547.35,3159.795,0.086275105,0.813825034,0.099899861
840,MB,2010,33764.593,11008.86,14592.547,26387.238,9188.241,4159.519,0.606975028,0.203803205,0.189221767
841,MB,2010,19140.36,8697.14,0,1676.06,48135.941,0,0.268081826,0.731918174,0
843,MB,2010,12111.478,5411.522,0,13933.365,7989.634,0,0.660265772,0.339734228,0
844,MB,2010,9050.065,31940.944,4902.99,7481.083,28483.056,4220.862,0.192046237,0.701959828,0.105993936
846,MB,2010,0,9410,0,0,35397.998,0,0,1,0
847,MB,2010,0,26841.35,18043.35,0,11452.199,4639.8,0,0.628002985,0.371997015
848,MB,2010,716.632,6653.118,0,564.421,5771.579,0,0.093468289,0.906531711,0
849,MB,2010,10023.832,38022.89,630831.276,5125.548,16018.933,82844.517,0.019351154,0.069030657,0.911618189
850,MB,2010,112686.105,27498.894,0,63327.474,9661.525,0,0.825680339,0.174319661,0
851,MB,2010,0,42348.192,33876.809,0,7168.889,5344.112,0,0.558014378,0.441985622
852,MB,2010,40072.563,91975.279,110099.154,8095.899,11629.679,11801.421,0.176006719,0.378570708,0.445422573
853,MB,2010,0,17368.737,31992.262,0,1054.207,1941.791,0,0.351871671,0.648128329
854,MB,2010,5095.75,69094.248,0,2216.25,21278.75,0,0.074852845,0.925147155,0
855,MB,2010,0,8478,0,0,4587,0,0,1,0
481,NB,2010,0,0,0,0,0,0,0,0,0
484,NB,2010,0,103,0,0,329.999,0,0,1,0
485,NB,2010,306.667,336.333,0,1112.405,1084.596,0,0.499673063,0.500326937,0
486,NB,2010,729,5434,0,564.2,4654.8,0,0.113617993,0.886382007,0
487,NB,2010,307.543,529.457,0,1068.523,2628.479,0,0.303499204,0.696500796,0
488,NB,2010,27.333,332.667,0,88.667,820.333,0,0.091410559,0.908589441,0
489,NB,2010,193,1001,0,393,1304,0,0.202698028,0.797301972,0
490,NB,2010,222,609,0,945.965,947.035,0,0.428768355,0.571231645,0
493,NB,2010,1634.703,17299.716,1078.581,1540.431,12814.405,519.161,0.091011961,0.863190403,0.045797636
494,NB,2010,0,16581.002,0,0,10054.001,0,0,1,0
495,NB,2010,195,511,0,1008.99,2156.009,0,0.311028238,0.688971762,0
496,NB,2010,2584.719,428.94,209.343,17443.071,3064.127,1451.8,0.795321658,0.13871285,0.065965491
497,NB,2010,242.25,896.75,0,961.714,2620.285,0,0.255023142,0.744976858,0
498,NB,2010,263,0,0,1852,0,0,1,0,0
499,NB,2010,494.081,372.92,13,1185.681,2686.569,74.75,0.347992884,0.633828126,0.018178989
500,NB,2010,4963.064,139.037,252.9,9720.406,230.396,798.2,0.911790069,0.022940445,0.065269486
501,NB,2010,1044.382,2348.619,0,1360.392,2967.608,0,0.311458838,0.688541162,0
502,NB,2010,412.173,911.826,0,1199.853,2673.148,0,0.310183952,0.689816048,0
503,NB,2010,1779.971,2149.029,21,8013.048,13530.953,121,0.382315777,0.612140597,0.005543627
504,NB,2010,1407,321,0,6567,384,0,0.918769443,0.081230557,0
505,NB,2010,266,782,0,949,4487,0,0.187384331,0.812615669,0
506,NB,2010,26,452,0,651.96,1443.04,0,0.263490089,0.736509911,0
507,NB,2010,184,1414.999,0,1655,6922.999,0,0.180701618,0.819298382,0
508,NB,2010,486.001,0,0,528,0,0,1,0,0
455,NL,2010,0,0,0,323,0,0,1,0,0
458,NL,2010,61,247.371,0,92,1135.001,0,0.099650117,0.900349883,0
460,NL,2010,0,19.999,0,0,73.999,0,0,1,0
461,NL,2010,0,226.671,0,0,1034.999,0,0,1,0
462,NL,2010,0,30,0,0,106,0,0,1,0
463,NL,2010,0,125,0,0,1062,0,0,1,0
466,NL,2010,32,443.961,0,73,1019,0,0.066965951,0.933034049,0
468,NL,2010,0,28.8,0,0,249,0,0,1,0
471,NL,2010,97,182.039,0,154,546.001,0,0.25637359,0.74362641,0
475,NL,2010,0,599.682,0,0,2187.999,0,0,1,0
477,NL,2010,14.67,0,0,165,0,0,1,0,0
504,NS,2010,4462.186,1579.3,0,19588.7,7319.306,0,0.729931921,0.270068079,0
507,NS,2010,3655.332,1919.724,0,7293.674,3945.328,0,0.651181648,0.348818352,0
509,NS,2010,250.999,1511.001,0,600,3963.999,0,0.134524049,0.865475951,0
510,NS,2010,99.316,106.332,0,226.25,167.75,0,0.542928518,0.457071482,0
511,NS,2010,0,100.999,0,0,102.999,0,0,1,0
512,NS,2010,0,3069.517,0,0,3780.999,0,0,1,0
513,NS,2010,215.189,496.395,0,352.017,1058.984,0,0.267224163,0.732775837,0
514,NS,2010,15.69,0,0,20,0,0,1,0,0
516,NS,2010,453.684,764.23,0,1999.252,2386.753,0,0.437717961,0.562282039,0
517,NS,2010,796.935,4940.89,0,2859.31,21206.693,0,0.122677027,0.877322973,0
518,NS,2010,9755.862,5343.835,0,13506.029,10464.973,0,0.595379443,0.404620557,0
519,NS,2010,0,350,0,0,733,0,0,1,0
520,NS,2010,12.084,496.917,0,79.917,2100.083,0,0.034213821,0.965786179,0
521,NS,2010,0,82,0,0,751,0,0,1,0
522,NS,2010,139.161,371.758,0,770.995,3158.004,0,0.204993876,0.795006124,0
523,NS,2010,232.589,775.942,0,694.757,3472.246,0,0.179178806,0.820821194,0
524,NS,2010,40,23,0,165,95,0,0.634674923,0.365325077,0
525,NS,2010,476.572,1883.08,0,1604.802,6288.198,0,0.203008353,0.796991647,0
527,NS,2010,74.049,992.956,0,204.104,1785.893,0,0.090988818,0.909011182,0
528,NS,2010,1738.89,1380.888,0,1295.855,1358.145,0,0.525608189,0.474391811,0
529,NS,2010,0,590.001,0,0,479.999,0,0,1,0
530,NS,2010,45.333,1210.665,0,80.667,1513.334,0,0.044210542,0.955789458,0
531,NS,2010,556.247,1595.033,0,598.969,3854.029,0,0.174919348,0.825080652,0
374,ON,2010,7,0,0,189,0,0,1,0,0
378,ON,2010,50,384,0,465,7388,0,0.062145529,0.937854471,0
381,ON,2010,0,1791,0,0,42926,0,0,1,0
383,ON,2010,502,3530,0,1481.571,11407.428,0,0.117225407,0.882774593,0
386,ON,2010,101,0,0,558,0,0,1,0,0
391,ON,2010,45,0,0,142,0,0,1,0,0
400,ON,2010,0,0,491,0,0,2743,0,0,1
401,ON,2010,56.589,608.913,1083.497,913.472,3955.161,14693.366,0.045519267,0.214165193,0.74031554
402,ON,2010,0,135,0,0,696,0,0,1,0
407,ON,2010,268.131,0,259.868,1546.409,0,707.591,0.652243225,0,0.347756775
408,ON,2010,0,23074,0,0,33355,0,0,1,0
409,ON,2010,68,605,0,610,5612.001,0,0.09833211,0.90166789,0
410,ON,2010,112.9,350.1,0,261.1,774.9,0,0.249499666,0.750500334,0
411,ON,2010,4912.534,3155.463,0,29922.746,8189.256,0,0.754336959,0.245663041,0
412,ON,2010,0,238.4,953.6,0,1915.8,7663.2,0,0.2,0.8
413,ON,2010,5899.537,1295.355,318.091,58870.437,8317.876,1682.954,0.847949335,0.125853576,0.026197089
541,ON,2010,0,14821.25,2455.75,1640.831,3058.268,1065.9,0.071210445,0.775953423,0.152836132
542,ON,2010,0,831.049,15833.275,3207.56,2166.63,37052.812,0.054281402,0.050729594,0.894989004
543,ON,2010,5562,35655.32,14257.322,8401.158,23105.878,12329.633,0.140599876,0.591686862,0.267713262
544,ON,2010,3047.255,56292.815,14240.133,4774.382,29605.642,7071.977,0.067995194,0.746733993,0.185270813
545,ON,2010,3632.14,13439.72,11504.441,7494.153,9077.025,12192.822,0.194039669,0.392686202,0.41327413
546,ON,2010,0,35120.451,7665.508,0,34157.736,7916.264,0,0.816382518,0.183617482
547,ON,2010,6423.133,21770.096,15586.349,17368.239,28935.234,34602.819,0.19081049,0.406664604,0.402524905
549,ON,2010,0,534.189,5853.932,0,1400.848,15894.152,0,0.081705321,0.918294679
550,ON,2010,1002.269,3084.496,1017.318,6754.491,34310.095,11028.009,0.135615568,0.653789561,0.210594871
551,ON,2010,30051.279,63729.993,45229.13,47030.964,51288.628,68497.407,0.252044921,0.37608998,0.3718651
552,ON,2010,26391.161,4172.213,0,73159.281,27373.194,16.286,0.759277103,0.240598683,0.000124214
553,ON,2010,60955.146,98925.292,19164.487,62165.805,75425.838,17323.783,0.368669366,0.522071346,0.109259287
554,ON,2010,16047.263,3641.917,0,41892.731,5468.27,0,0.864128823,0.135871177,0
555,ON,2010,9512.026,6534.925,16401.158,16519.678,23442.012,32678.591,0.247712464,0.285254508,0.467033028
556,ON,2010,22997.356,101260.702,1979.426,41492.331,93845.86,2054.813,0.244621506,0.740075867,0.015302627
557,ON,2010,10389.612,274160.23,0,3843.054,88077.945,0,0.037805494,0.962194506,0
558,ON,2010,16747.34,213845.777,1013.087,14788.17,92037.296,167.533,0.093135216,0.903378006,0.003486777
559,ON,2010,0,310.4,0,0,0,0,0,1,0
560,ON,2010,24825.389,59742.671,0,12835.513,25183.487,0,0.307217597,0.692782403,0
561,ON,2010,635.587,19088.946,2243.111,263.75,9207.195,1091.556,0.027646265,0.869843679,0.102510056
562,ON,2010,0,22501.334,11154.666,0,13059.444,6281.556,0,0.670996056,0.329003944
563,ON,2010,0,150,0,0,69,0,0,1,0
564,ON,2010,11563.094,63675.715,22011.711,12560.985,23914.805,12639.354,0.164820617,0.598436256,0.236743127
565,ON,2010,90068.074,206301.287,84555.638,15020.091,43135.607,14408.299,0.231732558,0.550039574,0.218227869
566,ON,2010,194,11178.749,7899.85,69.75,3758.649,3126,0.010056431,0.569542805,0.420400764
567,ON,2010,6999.166,159139.39,19707.444,1876.389,41126.362,5231.25,0.037916759,0.85554405,0.106539191
568,ON,2010,76329.867,8822.834,296.3,14711.218,1754.485,51.3,0.892857241,0.10373378,0.003408979
569,ON,2010,3523.761,25126.492,84898.744,1027.267,9973.982,40123.75,0.027636592,0.213151286,0.759212122
