ECODISTRIC,PROVINCE,Inv_Year_ID,ANCOARSE,ANMED,ANFINE,PERCOARSE,PERMED,PERFINE,Frac_Coarse,Frac_Medium,Frac_Fine
410,ON,1998,72.7,168.3,0,346.3,1118.7,0,0.245603751,0.754396249,0
411,ON,1998,4378.094,2160.904,0,32094.397,9599.603,0,0.756173004,0.243826996,0
412,ON,1998,0,176.8,707.2,0,2024.4,8097.6,0,0.2,0.8
413,ON,1998,4447.803,1036.088,264.398,61329.968,8999.08,1826.704,0.844343505,0.128814473,0.026842022
541,ON,1998,0,12787.15,2071.85,1512.483,5149.418,1563.1,0.065520834,0.777012962,0.157466204
542,ON,1998,0,597.677,10464.641,3566.559,2504.221,43259.221,0.0590565,0.051362459,0.889581041
543,ON,1998,4533.001,27073.654,10216.011,10154.549,32914.564,16680.817,0.144601503,0.590594514,0.264803983
544,ON,1998,1800.505,48744.108,12442.586,5968.072,38596.048,9206.881,0.066535601,0.748043015,0.185421384
545,ON,1998,2461.139,11124.222,9444.939,8784.45,12046.214,15048.334,0.190896673,0.39332392,0.415779407
546,ON,1998,0,26711.77,5677.186,0,42535.73,10009.269,0,0.815309966,0.184690034
547,ON,1998,4062.017,17587.45,12567.112,19736.203,33414.637,37741.452,0.190220084,0.407661636,0.40211828
549,ON,1998,0,423.494,4182.625,0,1611.348,18030.652,0,0.08391752,0.91608248
550,ON,1998,840.608,3088.419,1051.724,7555.455,39181.146,10492.894,0.134962704,0.679463074,0.185574222
551,ON,1998,24662.877,56908.585,36094.937,55857.596,60164.252,79839.154,0.256821167,0.37340544,0.369773393
552,ON,1998,21679.092,3875.75,0,79615.661,28250.416,34.286,0.759016878,0.240726212,0.00025691
553,ON,1998,57915.443,94477.745,16471.747,69872.953,87164.126,20434.565,0.368971699,0.52446632,0.106561981
554,ON,1998,13975.674,2925.506,0,45246.257,6399.744,0,0.863958665,0.136041335,0
555,ON,1998,7964.47,5001.728,14510.225,18309.873,25172.173,35728.038,0.246276157,0.282827715,0.470896127
556,ON,1998,18469.085,83604.655,1689.738,47539.298,115158.202,2461.5,0.24545506,0.73910838,0.01543656
557,ON,1998,9990.106,269728.73,0,4605.29,100776.709,0,0.037900193,0.962099807,0
558,ON,1998,13710.433,200235.548,773.217,18585.766,112607.833,407.403,0.093255314,0.903335644,0.003409042
559,ON,1998,0,310.4,0,0,0,0,0,1,0
560,ON,1998,24684.153,60171.906,0,15517.577,29143.424,0,0.310397179,0.689602821,0
561,ON,1998,769.65,20524.036,2392.333,484.688,11639.549,1345.889,0.033758561,0.865632993,0.100608446
562,ON,1998,0,24955.335,12356.666,0,17391.555,8584.445,0,0.669114039,0.330885961
563,ON,1998,0,143,0,0,241,0,0,1,0
564,ON,1998,10648.249,64526.391,19949.885,15472.585,29061.889,15804.817,0.168018737,0.601993971,0.229987292
565,ON,1998,90241.118,208091.807,84752.075,16495.558,47303.89,16410.554,0.230385986,0.55125934,0.218354674
566,ON,1998,227.5,11635.601,7561.9,125.25,4664.75,4303.6,0.01236912,0.571569096,0.416061784
567,ON,1998,6955.833,159040.334,19859.829,2310.833,47725.952,6107.216,0.038292009,0.854406151,0.10730184
568,ON,1998,76592.888,8869.307,289.8,16701.326,1972.774,67.9,0.892818903,0.103757934,0.003423163
569,ON,1998,3461.706,23470.657,74868.64,1289.923,13050.493,55113.586,0.027745928,0.213255957,0.758998115
570,ON,1998,11002.827,221539.08,54128.494,1181.555,31702.956,7337.488,0.037273372,0.774695392,0.188031236
571,ON,1998,9671.444,2040.667,2720.888,1979,291,388,0.681671329,0.136426607,0.181902064
572,ON,1998,3328.459,16077.053,3473.35,564.585,2330.39,785.024,0.146581738,0.69308104,0.160337222
534,PE,1998,16513.903,5071.095,0,14643.234,3775.767,0,0.778850559,0.221149441,0
535,PE,1998,20825,0,0,13252,0,0,1,0,0
536,PE,1998,42574.999,2391,0,38301.625,2444.375,0,0.943585787,0.056414213,0
537,PE,1998,22003.888,529.11,0,23568.11,593.888,0,0.975950357,0.024049643,0
538,PE,1998,6823,0,0,3219,0,0,1,0,0
401,QC,1998,957,41,12877.23,7344.999,267,81869.129,0.080324028,0.002979981,0.916695991
408,QC,1998,1267.178,548.339,7597.523,4324.022,2971.667,28179.386,0.124558583,0.078417327,0.79702409
415,QC,1998,428.22,0,0,1811,0,0,1,0,0
418,QC,1998,8688.08,766.7,699,20222.999,2717,2437.999,0.813668232,0.098044629,0.088287138
419,QC,1998,229,0,0,539,0,0,1,0,0
421,QC,1998,758.66,0,0,3844,0,0,1,0,0
422,QC,1998,49,0,0,366,0,0,1,0,0
423,QC,1998,803.66,526,0,6147,4392,0,0.585631402,0.414368598,0
424,QC,1998,1533,844.999,1304,4706,4705.1,766.9,0.450144333,0.400440072,0.149415595
425,QC,1998,7018.98,2564.2,5687.981,41781.901,25055.131,27019.769,0.447189521,0.253091238,0.299719242
426,QC,1998,3097,362,0,7346,773,0,0.901969252,0.098030748,0
431,QC,1998,7,0,0,48,0,0,1,0,0
438,QC,1998,356.42,0,0,783,0,0,1,0,0
439,QC,1998,145,0,0,464,0,0,1,0,0
440,QC,1998,259,0,0,792,0,0,1,0,0
441,QC,1998,21574.95,26786.997,3614.226,32111.919,52086.246,5928.622,0.377802609,0.555042928,0.067154463
478,QC,1998,934,1075.899,0,3744,4283.4,0,0.466061637,0.533938363,0
479,QC,1998,4702.313,26331.124,4642.12,14673.736,88442.967,11326.3,0.129071642,0.764556301,0.106372057
481,QC,1998,0,4579,0,0,11922,0,0,1,0
482,QC,1998,11756.46,13068.335,0,85410,74953.496,0,0.524690084,0.475309916,0
483,QC,1998,8651.876,23004.423,479.698,50156.404,77805.5,1838.101,0.363157539,0.622529405,0.014313056
484,QC,1998,357,3367.97,0,1666,8584,0,0.144758808,0.855241192,0
487,QC,1998,24.646,1318.357,0,80.899,4496.102,0,0.017828535,0.982171465,0
539,QC,1998,39,499.21,81.98,353.876,876.124,244,0.187602844,0.656737927,0.155659229
540,QC,1998,153704.897,85037.193,62991.333,241496.906,90433.639,83490.062,0.551069626,0.244676631,0.204253743
541,QC,1998,130871.98,38553.598,251674.84,72436.172,19581.961,116050.871,0.32313737,0.092400484,0.584462147
543,QC,1998,0,208,784,0,897,3207.4,0,0.216819716,0.783180284
546,QC,1998,0,246,0,0,446,0,0,1,0
548,QC,1998,296.96,0,0,448,0,0,1,0,0
647,SK,1998,1836.1,370.9,0,1537.045,320.955,0,0.829801968,0.170198032,0
652,SK,1998,47.694,369.306,0,78.918,611.081,0,0.114374087,0.885625913,0
657,SK,1998,394.686,4121.815,0,508.655,6229.347,0,0.08026485,0.91973515,0
658,SK,1998,1640.93,834.02,0,511.748,260.252,0,0.662984647,0.337015353,0
660,SK,1998,1008.718,13807.032,0,1080.914,14136.087,0,0.069578441,0.930421559,0
661,SK,1998,58.203,4385.797,0,62.504,5301.496,0,0.012306994,0.987693006,0
662,SK,1998,70,280,0,22.4,89.6,0,0.2,0.8,0
669,SK,1998,0,0,903,0,0,360,0,0,1
672,SK,1998,6606.034,5108.964,368.552,4696.131,2990.913,212.956,0.565573434,0.405327232,0.029099334
680,SK,1998,1778.323,24594.627,0,4530.73,37999.265,0,0.091564345,0.908435655,0
682,SK,1998,5076.871,6308.297,4064.682,7134.404,12165.809,1408.784,0.337711957,0.51091524,0.151372802
685,SK,1998,1035.095,27237.454,14544.002,1137.52,34488.682,10682.8,0.024377016,0.692575069,0.283047916
686,SK,1998,77.419,2814.583,0,135.591,4943.406,0,0.026723125,0.973276875,0
687,SK,1998,10414.927,104238.068,0,9413.714,72393.283,0,0.100929664,0.899070336,0
689,SK,1998,3308.317,47060.186,0,4215.009,22404.991,0,0.097720123,0.902279877,0
690,SK,1998,3815.266,45045.126,0,3488.023,34870.973,0,0.083734697,0.916265303,0
691,SK,1998,16876.522,1711.78,0,7347.441,106.558,0,0.930177522,0.069822478,0
693,SK,1998,13641.683,116215.314,0,9708.311,24906.691,0,0.141969418,0.858030582,0
694,SK,1998,39951.168,40498.003,19892.831,13200.756,11262.902,5364.341,0.408326985,0.397640813,0.194032203
695,SK,1998,31846.382,16512.618,0,19385.288,14026.711,0,0.62652616,0.37347384,0
696,SK,1998,70719.432,98431.516,0,34670.484,32920.52,0,0.445167893,0.554832107,0
697,SK,1998,0,7978.753,42958.247,0,2730.561,14721.437,0,0.156594106,0.843405894
698,SK,1998,31191.667,21775.834,0,8620.954,8243.049,0,0.570124066,0.429875934,0
699,SK,1998,0,37553,0,0,24164,0,0,1,0
700,SK,1998,0,10192.014,31559.036,0,7301.55,10511.45,0,0.293693327,0.706306673
701,SK,1998,60521.665,14668.733,0,34141.079,3948.924,0,0.835649796,0.164350204,0
702,SK,1998,8563.804,195896.611,18627.585,3602.405,27381.291,316.307,0.047825404,0.8777061,0.074468496
704,SK,1998,1068.488,61602.674,22204.136,735.074,24842.15,7872.773,0.015242404,0.730569267,0.254188329
705,SK,1998,0,62256.44,219285.557,0,27679.033,13319.965,0,0.278834239,0.721165761
706,SK,1998,3691.575,114050.433,0,497.035,22080.962,0,0.029850412,0.970149588,0
707,SK,1998,15615.009,169446.417,1758.681,17146.933,53549.801,735.263,0.12686031,0.863482677,0.009657013
709,SK,1998,28239.806,181021.976,12019.216,13070.635,59730.27,2982.091,0.13906243,0.810438999,0.05049857
710,SK,1998,1477.228,16966.074,0,1337.072,20890.928,0,0.069196211,0.930803789,0
711,SK,1998,272.986,20766.965,0,1409.609,22274.389,0,0.03762179,0.96237821,0
714,SK,1998,0,54585.638,4908.811,0,39069.463,3309.537,0,0.919327871,0.080672129
715,SK,1998,0,9398.406,2707.594,0,4703.686,1116.313,0,0.786683744,0.213316256
717,SK,1998,0,0,0,0,0,0,0,0,0
729,SK,1998,25708.436,420966.562,0,8609.121,127863.894,0,0.058848794,0.941151206,0
733,SK,1998,31323.105,161897.03,10171.87,5471.813,64046.704,1225.13,0.134221571,0.824204121,0.041574308
734,SK,1998,39772.794,13970.203,0,18345.609,2589.394,0,0.778253341,0.221746659,0
735,SK,1998,4287.562,169879.442,0,6246.752,35549.253,0,0.048778326,0.951221674,0
736,SK,1998,41560.053,232133.024,8206.922,10211.501,46161.366,818.13,0.152677466,0.820707106,0.026615428
739,SK,1998,46809.202,4359.796,0,23885.146,2167.855,0,0.915469023,0.084530977,0
741,SK,1998,4482.23,162671.029,1458.743,305.983,13216.25,54.772,0.026281569,0.965411042,0.008307389
742,SK,1998,31800.567,11863.434,0,12573.417,402.581,0,0.783438997,0.216561003,0
743,SK,1998,4807.263,7654.515,2838.221,1030.441,2973.198,1031.111,0.287080209,0.522638022,0.190281768
745,SK,1998,29672.454,762954.719,3278.838,7734.628,101300.688,625.687,0.041307911,0.954380398,0.004311691
747,SK,1998,29480.176,44390.825,0,17828.213,7701.785,0,0.475934744,0.524065256,0
748,SK,1998,6745.852,705542.106,876.042,1977.465,115805.432,113.253,0.010496613,0.988312986,0.001190401
749,SK,1998,18383.815,383333.187,0,3176.724,78891.797,0,0.044566317,0.955433683,0
751,SK,1998,15508.501,14575.35,0,8054.461,7555.54,0,0.515670292,0.484329708,0
752,SK,1998,16043.506,469574.494,0,4899.579,101487.418,0,0.035376534,0.964623466,0
754,SK,1998,3562.557,176454.574,62614.87,2533.228,21527.426,7409.344,0.022239112,0.722293164,0.255467725
755,SK,1998,2684.649,203416.352,0,306.022,33543.978,0,0.012463674,0.987536326,0
756,SK,1998,6918.526,371127.474,0,790.509,85254.491,0,0.016611042,0.983388958,0
760,SK,1998,6028.702,394878.299,0,6923.775,93114.223,0,0.025856086,0.974143914,0
761,SK,1998,0,18491,2361,0,8490.998,1129,0,0.885468619,0.114531381
762,SK,1998,32637.315,85997.689,0,8903.021,23501.517,0,0.275029542,0.724970458,0
763,SK,1998,44533.434,15418.565,0,10244.127,4922.872,0,0.729210485,0.270789515,0
767,SK,1998,4046.639,453466.282,48294.079,435.271,35803.242,4037.487,0.008207379,0.89596183,0.095830791
768,SK,1998,0,45155.998,0,0,7422.995,0,0,1,0
770,SK,1998,73459.171,237986.141,8900.689,20771.942,33457.653,1448.406,0.250598665,0.721878903,0.027522432
771,SK,1998,0,51690.922,1704.076,596.584,9354.524,402.892,0.009358327,0.957590675,0.033050998
772,SK,1998,15515.664,30498.334,0,9994.822,1571.179,0,0.443044224,0.556955776,0
773,SK,1998,12848.205,280535.636,32665.159,2082.087,25293.057,3729.854,0.041803514,0.856293629,0.101902858
774,SK,1998,0,69981.999,0,0,5188,0,0,1,0
775,SK,1998,3464.205,75202.794,0,152.985,8198.016,0,0.041568296,0.958431704,0
776,SK,1998,45210.098,9760.9,0,21848.956,2360.043,0,0.846919128,0.153080872,0
778,SK,1998,22271.379,9382.621,0,2838.273,1195.726,0,0.703588117,0.296411883,0
780,SK,1998,9191.086,55375.146,279720.77,886.565,2255.513,10671.921,0.028141924,0.160934091,0.810923986
782,SK,1998,19176.348,583319.654,0,5058.461,52297.538,0,0.036727643,0.963272357,0
783,SK,1998,0,296880.005,0,0,27179.999,0,0,1,0
784,SK,1998,13209.045,80107.73,2275.223,3305.224,11690.492,205.283,0.14905517,0.828556177,0.022388653
785,SK,1998,0,85695.029,6532.969,0,8693.917,291.083,0,0.932577316,0.067422684
789,SK,1998,17144.71,138425.721,2786.572,9243.259,12971.739,0,0.146135441,0.838432643,0.015431916
792,SK,1998,39172.652,64077.885,647386.468,12759.227,14783.582,16358.193,0.065361101,0.099254493,0.835384406
794,SK,1998,0,507041.001,0,0,37451.001,0,0,1,0
795,SK,1998,0,272558,0,1119.48,27795.52,0,0.003713367,0.996286633,0
796,SK,1998,16634.846,59465.156,0,5824.58,8153.404,0,0.249333128,0.750666872,0
803,SK,1998,7332.666,110308.741,57211.597,1324.279,8266.569,3641.157,0.046026768,0.630434667,0.323538565
805,SK,1998,5061.232,45161.366,25514.402,692.532,5098.39,2543.076,0.068439345,0.597825138,0.333735517
807,SK,1998,0,69767.665,9279.335,0,4463.003,442.997,0,0.884193156,0.115806844
808,SK,1998,3478.308,116168.576,449538.121,222.726,6509.184,20217.09,0.006208393,0.205788898,0.788002709
809,SK,1998,4262.984,111081.067,27957.947,574.089,8404.749,865.163,0.031584717,0.780208538,0.188206745
810,SK,1998,0,103743,0,0,9788.998,0,0,1,0
811,SK,1998,0,387.819,1034.182,0,28.092,74.909,0,0.272728167,0.727271833
813,SK,1998,3501.463,90029.287,41312.25,790.969,11233.543,4135.49,0.028426137,0.670601436,0.300972427
815,SK,1998,23368.55,8846.451,0,1384.246,784.157,0,0.719905336,0.280094664,0
816,SK,1998,52451.562,356745.699,27547.734,20769.468,48772.317,1960.009,0.144065898,0.797876199,0.058057903
817,SK,1998,0,92420.546,3652.453,0,5516.685,220.315,0,0.961960829,0.038039171
819,SK,1998,23507.723,6707.278,0,3217.057,913.943,0,0.77810456,0.22189544,0
820,SK,1998,739.92,182305.912,749.169,0,28013.297,104.7,0.003491622,0.992479041,0.004029338
821,SK,1998,743.078,174810.92,0,922.387,27989.613,0,0.008145437,0.991854563,0
822,SK,1998,6535.033,155443.664,1559.296,1066.999,25500.159,645.843,0.039853171,0.948586527,0.011560301
824,SK,1998,23788.537,70837.155,1387.309,7267.747,18435.252,0,0.255153669,0.733448413,0.011397918
825,SK,1998,486.96,481198.045,0,837.023,65056.766,0,0.002417886,0.997582114,0
826,SK,1998,18441.776,656045.799,97095.871,6403.028,87675.785,3183.862,0.028595172,0.85598769,0.115417138
827,SK,1998,30537.364,13021.865,2273.773,18900.007,6971.285,787.71,0.681969987,0.275798004,0.042232009
830,SK,1998,17819.395,286048.697,40604.905,3191.196,36313.513,3036.322,0.054288965,0.832947094,0.112763941
831,SK,1998,6478.733,144360.479,1345.788,658.647,15234.355,0,0.042464689,0.949528386,0.008006925
832,SK,1998,16486.905,297823.181,977.912,4431.565,73952.2,638.067,0.053050846,0.942850907,0.004098247
833,SK,1998,0,37542.549,25001.451,0,18201.682,11060.321,0,0.607195926,0.392804074
834,SK,1998,0,63993.711,157845.289,0,6889.417,22874.582,0,0.281726085,0.718273915
835,SK,1998,0,6299.71,15399.291,0,1601.129,3913.871,0,0.290322581,0.709677419
837,SK,1998,0,14275.386,3310.614,0,9332.633,1270.363,0,0.837490594,0.162509406
838,SK,1998,0,57139.623,2703.96,0,16979.473,1439.368,0,0.947058527,0.052941473
244,AB,1999,0,0,906,0,0,657,0,0,1
583,AB,1999,0,56.052,74.947,0,93.578,124.421,0,0.428741712,0.571258288
584,AB,1999,0,0,1016,0,0,1685,0,0,1
586,AB,1999,7808.719,64291.865,27347.319,4806.118,25267.625,15969.257,0.086705332,0.615567628,0.297727041
587,AB,1999,20918.981,1251.9,0,9145.7,597.6,0,0.942047706,0.057952294,0
588,AB,1999,3966.343,9338.894,86165.754,3605.508,7537.302,49389.79,0.047323007,0.105473858,0.847203136
589,AB,1999,664.475,2159.544,0,336,1092,0,0.235294104,0.764705896,0
590,AB,1999,0,21470.228,39912.153,0,14010.255,45771.744,0,0.29282932,0.70717068
591,AB,1999,270.7,2172.835,106372.337,288.3,1631.5,101356.498,0.002635647,0.017937178,0.979427175
592,AB,1999,851.241,17760.55,88646.668,1187.647,23673.641,88732.708,0.009231901,0.18761028,0.803157819
593,AB,1999,0,6168.059,80260.94,0,3672.676,46296.323,0,0.07214721,0.92785279
594,AB,1999,0,0,46001,0,0,49370.001,0,0,1
595,AB,1999,0,3426.588,71829.412,0,1398.353,35769.647,0,0.042917358,0.957082642
596,AB,1999,7242.649,38752.714,45822.33,4869.811,23746.049,27138.84,0.082078089,0.423512567,0.494409344
597,AB,1999,1221.6,15349.201,22716.999,1724.3,21085.999,27397,0.032916886,0.4071195,0.559963613
598,AB,1999,0,1421.7,75309.3,0,1169,66924.001,0,0.017888609,0.982111391
599,AB,1999,0,5721,60724,0,4591,41183,0,0.091891747,0.908108253
600,AB,1999,1630.781,190.411,1448.666,2955.479,472.588,3401.333,0.45411851,0.065648288,0.480233201
609,AB,1999,0,0,249,0,0,495,0,0,1
610,AB,1999,899.731,8752.802,19884.093,754.209,17799.618,52248.175,0.016483582,0.264628095,0.718888323
611,AB,1999,160.5,844.65,2849.85,186.75,1211.1,4501.15,0.035600779,0.210759688,0.753639532
612,AB,1999,0,4868.556,1214.104,0,11740.952,3227.048,0,0.789025522,0.210974478
615,AB,1999,2832.074,10493.926,0,6819.193,22103.456,0,0.22843966,0.77156034,0
616,AB,1999,10657.725,2735.036,0,11718.109,5783.893,0,0.724259772,0.275740228,0
617,AB,1999,1060.57,3196.428,1075,2934.858,7580.643,2206.5,0.221304322,0.596935394,0.181760285
618,AB,1999,924.494,7854.304,609.31,1470.508,7816.76,1212.75,0.120423714,0.787960816,0.091615469
619,AB,1999,0,420,0,0,862,0,0,1,0
622,AB,1999,2019.677,6847.284,0,6533.255,22592.744,0,0.225118864,0.774881136,0
623,AB,1999,2410.684,13201.751,2657.309,10838.037,52159.139,13856.826,0.139278798,0.687114341,0.173606862
625,AB,1999,21.666,43.334,0,87.666,175.333,0,0.333330285,0.666669715,0
626,AB,1999,0,1022.001,0,0,4398.001,0,0,1,0
629,AB,1999,202.3,1888.973,387.465,776.7,10512.179,2652.722,0.059621181,0.75523118,0.185147639
630,AB,1999,74.375,2530.52,50.446,288.25,23844.528,190.223,0.013441337,0.97763784,0.008920822
631,AB,1999,0,1176.8,119.2,0,5446.1,549.9,0,0.908241909,0.091758091
650,AB,1999,103.107,2273.04,363.602,960,10160.316,1153.684,0.070808897,0.828131335,0.101059769
678,AB,1999,4131.591,88919.318,4346.862,8368.882,165580.725,7337.824,0.044855173,0.913216924,0.041927903
679,AB,1999,0,11171.769,0,0,33389,0,0,1,0
680,AB,1999,3838.74,63511.658,0,7756.969,117315.998,0,0.06026144,0.93973856,0
681,AB,1999,2740.906,74820.634,19658.41,2632.353,57828.597,14604.44,0.031188138,0.769939166,0.198872696
683,AB,1999,43787.77,20281,0,38394,8829,0,0.738435286,0.261564714,0
684,AB,1999,336.018,62325.175,20675.129,1292.763,173044.927,65551.311,0.00503915,0.728192023,0.266768826
686,AB,1999,0,10835.389,0,0,22976,0,0,1,0
687,AB,1999,2791.556,9600.044,0,4853.596,14771.984,0,0.238782803,0.761217197,0
688,AB,1999,0,63253.402,0,0,59382.3,0,0,1,0
692,AB,1999,31.05,22851.751,8052.489,189.936,89550.087,42251.872,0.001356348,0.689890014,0.308753637
703,AB,1999,0,45321.57,671.359,0,137546.288,2085.73,0,0.985146991,0.014853009
708,AB,1999,1432.8,47441.144,0,4600.8,141650.5,0,0.030921678,0.969078322,0
727,AB,1999,24037.051,164536.58,128958.362,22917.471,122920.269,65868.969,0.088720877,0.543151602,0.36812752
728,AB,1999,3774.445,187256.338,3616.765,2381.111,55682.754,637.685,0.024296735,0.958910428,0.016792837
729,AB,1999,35605.271,110629.142,0,23527.402,44076.933,0,0.276529271,0.723470729,0
730,AB,1999,46367.277,421430.965,12056.666,28996.546,200357.718,6091.944,0.105359577,0.869268437,0.025371986
731,AB,1999,20922.259,426096.362,0,17073.041,187095.998,0,0.058347697,0.941652303,0
732,AB,1999,0,13085.1,0,0,22778.1,0,0,1,0
737,AB,1999,17940.6,92241.55,11892.55,18233.5,99473.1,12780.05,0.143228962,0.759081506,0.097689532
738,AB,1999,8329.66,130931.68,0,6442.15,28475.18,0,0.084808375,0.915191625,0
739,AB,1999,107673.223,8518.5,0,90052.484,9985.5,0,0.914424339,0.085575661,0
740,AB,1999,14210.4,142316.9,0,14242.9,91043.301,0,0.108677742,0.891322258,0
743,AB,1999,2334.6,86482.762,0,520.2,36949.461,0,0.022605648,0.977394352,0
744,AB,1999,0,177985.32,15034.88,0,93149.85,2991.2,0,0.937660803,0.062339197
746,AB,1999,0,136348.75,0,0,105995.3,0,0,1,0
750,AB,1999,0,55291.08,13104.92,0,113984.16,27995.84,0,0.804631897,0.195368103
769,AB,1999,0,104512.75,0,0,61026.4,0,0,1,0
771,AB,1999,15412.156,86945.181,242.2,7255.072,39753.964,95.2,0.151413873,0.846332343,0.002253784
777,AB,1999,13361.5,3020.85,0,9525.35,2228.85,0,0.813420622,0.186579378,0
779,AB,1999,0,32461.2,0,0,14882.4,0,0,1,0
781,AB,1999,12852.56,58384.595,152903.525,4448.64,11488.342,14664.239,0.067916585,0.27428914,0.657794275
786,AB,1999,0,101689.65,22,0,29361.05,13.4,0,0.999729948,0.000270052
787,AB,1999,0,50418.4,0,0,7929.6,0,0,1,0
788,AB,1999,0,51334.2,17227.8,0,12506,1512,0,0.773070961,0.226929039
790,AB,1999,14470.4,44101.398,0,4454.1,7258.9,0,0.269254526,0.730745474,0
791,AB,1999,0,199584,0,0,23829,0,0,1,0
793,AB,1999,49063.06,359798.681,23758.859,14028.398,107396.082,5480.647,0.112758815,0.834983523,0.052257661
797,AB,1999,1943.2,16902.5,65.5,792.4,6889.045,36,0.102731476,0.893456839,0.003811685
798,AB,1999,35540.4,338893.45,31666.6,17955.9,139437.59,14163.16,0.092609093,0.828053598,0.079337309
799,AB,1999,0,62931,0,0,66052,0,0,1,0
800,AB,1999,0,77086.15,74561.95,0,57822.47,43594.24,0,0.53309909,0.46690091
801,AB,1999,0,37576.35,3070.65,0,45386.85,3963.15,0,0.921844061,0.078155939
802,AB,1999,0,72324,0,718.44,38805.4,0,0.006423369,0.993576631,0
804,AB,1999,13891.05,39752.6,0,9418.14,16786.96,0,0.29191678,0.70808322,0
805,AB,1999,4842.309,7215.139,4089.553,1020.554,1302.939,738.507,0.305214363,0.443442009,0.251343628
806,AB,1999,2175.7,69557.82,567.35,1558.1,61959.88,324.45,0.027425514,0.966024035,0.006550451
809,AB,1999,4970.955,110764.095,0,1974.6,26946.45,0,0.048014256,0.951985744,0
811,AB,1999,4554,4845.857,35117.143,721.8,579.654,2602.247,0.10895753,0.11204941,0.778993059
812,AB,1999,26223.776,16770.355,19933.45,29631.549,22222.74,16429.6,0.425689347,0.297177488,0.277133165
814,AB,1999,1398.15,12149.5,0,747.9,6621.51,0,0.102598071,0.897401929,0
815,AB,1999,23703.4,16281.345,0,7548.1,8380.478,0,0.55892761,0.44107239,0
818,AB,1999,0,29394.7,0,0,19332.35,0,0,1,0
821,AB,1999,1947.797,88337.655,657.201,653.438,19474.679,481.971,0.023318432,0.966469609,0.010211959
823,AB,1999,23748.956,118654.544,0,7226.089,31231.91,0,0.171263896,0.828736104,0
828,AB,1999,18966.205,570214.301,0,2928.576,80736.173,0,0.032540589,0.967459411,0
829,AB,1999,20724.95,10321.45,0,6802.15,3189.65,0,0.670767724,0.329232276,0
833,AB,1999,85.5,18135.8,25.65,35.5,5478.6,10.65,0.005090086,0.993382888,0.001527026
836,AB,1999,0,9128,0,0,1579,0,0,1,0
837,AB,1999,0,21609,0,0,8404,0,0,1,0
838,AB,1999,844.6,3460.399,0,790.2,2122.801,0,0.226489332,0.773510668,0
1016,AB,1999,1372.5,1586.5,0,3020,3913,0,0.444045693,0.555954307,0
1018,AB,1999,359.05,12672.8,226.05,624.65,25956.35,345.6,0.024479588,0.961294778,0.014225634
9593,AB,1999,0,10811.6,43246.4,0,6774.6,27098.4,0,0.2,0.8
9607,AB,1999,0,0,565,0,0,281,0,0,1
9609,AB,1999,607.733,3868.647,2299.6,1316.65,8796.6,4256.75,0.091004673,0.598943487,0.31005184
9687,AB,1999,6620.816,119930.518,0,7042.778,117550.973,0,0.054405182,0.945594818,0
9787,AB,1999,0,82009.08,0,0,14103.94,0,0,1,0
244,BC,1999,0,33,8,0,361,69,0,0.836518047,0.163481953
252,BC,1999,0,47,0,0,235,0,0,1,0
581,BC,1999,74.4,2369.08,0,193.2,6369,0,0.02971458,0.97028542,0
583,BC,1999,0,3347.545,1136.796,0,7936.778,1790.223,0,0.794036411,0.205963589
585,BC,1999,800.944,22380.196,0.438,2105.5,63709.438,2.062,0.032657196,0.967314714,2.81E-05
591,BC,1999,14786.86,67169.983,16141.435,34563.73,150457.231,27720.48,0.158765393,0.700126788,0.14110782
610,BC,1999,0,0,0,0,0.999,0,0,1,0
618,BC,1999,376.982,4015.752,851.526,1278.034,16299.95,4737.016,0.060052991,0.737164278,0.202782731
940,BC,1999,63,16,0,468,104,0,0.815668203,0.184331797,0
943,BC,1999,0,5,0,0,1,0,0,1,0
944,BC,1999,163.454,37.145,2.4,886.235,111.669,2.1,0.872557259,0.123702102,0.003740639
948,BC,1999,0,0,0,0,0,0,0,0,0
950,BC,1999,60.481,478.988,0,183.628,1947.375,0,0.091410432,0.908589568,0
955,BC,1999,42.086,17.514,62.3,266.572,90.429,514,0.310864829,0.108714766,0.580420404
956,BC,1999,885.089,854.338,448.085,4338.82,3845.914,1503.264,0.439889234,0.395793696,0.164317069
957,BC,1999,98.131,46.712,0,335.948,241.051,0,0.601349049,0.398650951,0
958,BC,1999,10.286,9.713,0,36.786,9.214,0,0.713222928,0.286777072,0
959,BC,1999,3532.394,17800.029,426.165,4984.69,29290.423,830.956,0.149778165,0.828114588,0.022107247
960,BC,1999,20,0,0,43,0,0,1,0,0
962,BC,1999,0,12,0,0,96,0,0,1,0
969,BC,1999,0,55.49,0,0,243,0,0,1,0
971,BC,1999,83.6,5.4,0,406.6,26.401,0,0.939078661,0.060921339,0
972,BC,1999,2326.056,1340.861,2386.9,21363.62,10823.072,19245.315,0.412095963,0.211598828,0.376305209
974,BC,1999,225.903,98.217,85.88,2147.597,667.883,834.52,0.584605911,0.188694581,0.226699507
975,BC,1999,14,0,0,672,0,0,1,0,0
976,BC,1999,250.568,458.997,0,4400.216,7885.783,0,0.357874733,0.642125267,0
977,BC,1999,486.208,632.233,0,6092.267,7619.734,0,0.44357916,0.55642084,0
978,BC,1999,835.059,1605.253,0,4628.313,11364.688,0,0.296385788,0.703614212,0
