Year,Province_ID,Crop_Type,Fert_ID,Description,Fertilizer_Applied,Emissions,IEF
2020,MB,Annual,1,Urea,229261376.3,16295869.63,0.071079874
2020,MB,Annual,2,Urea ammonium nitrate,72540000,3943054.407,0.054356967
2020,MB,Annual,3,Anhydrous ammonia,91020000,5443806.787,0.059808908
2020,MB,Annual,4,Other,82500000,3736258.124,0.045287977
2020,NB,Annual,1,Urea,1377047.695,121685.5194,0.088366961
2020,NB,Annual,2,Urea ammonium nitrate,280424.2144,15262.46388,0.054426341
2020,NB,Annual,3,Anhydrous ammonia,1179219.773,56501.83061,0.047914589
2020,NB,Annual,4,Other,7127934.603,229898.8545,0.032253222
2020,NL,Annual,1,Urea,0,0,
2020,NL,Annual,2,Urea ammonium nitrate,0,0,
2020,NL,Annual,3,Anhydrous ammonia,0,0,
2020,NL,Annual,4,Other,0,0,
2020,NS,Annual,1,Urea,0,0,
2020,NS,Annual,2,Urea ammonium nitrate,71817.43206,3877.785656,0.053995048
2020,NS,Annual,3,Anhydrous ammonia,302001.5092,14355.6106,0.047534897
2020,NS,Annual,4,Other,1069643.049,34187.46893,0.031961568
2020,ON,Annual,1,Urea,77262632.78,7688457.719,0.099510688
2020,ON,Annual,2,Urea ammonium nitrate,112840000,6928582.577,0.061401831
2020,ON,Annual,3,Anhydrous ammonia,18040000,975161.3542,0.054055507
2020,ON,Annual,4,Other,65023354.81,2357736.043,0.036259834
2020,PE,Annual,1,Urea,2285477.156,200091.4802,0.087549105
2020,PE,Annual,2,Urea ammonium nitrate,427758.3535,23096.83262,0.053995048
2020,PE,Annual,3,Anhydrous ammonia,1798778.717,85504.76087,0.047534897
2020,PE,Annual,4,Other,13150827.33,420321.0607,0.031961568
2020,QC,Annual,1,Urea,33085676.94,2965328.354,0.089625742
2020,QC,Annual,2,Urea ammonium nitrate,44460000,2444828.661,0.054989399
2020,QC,Annual,3,Anhydrous ammonia,21320000,1032107.179,0.04841028
2020,QC,Annual,4,Other,31069947.74,1013106.758,0.032607289
2020,SK,Annual,1,Urea,565215563.2,34981268.31,0.061890136
2020,SK,Annual,2,Urea ammonium nitrate,146900000,6938289.582,0.047231379
2020,SK,Annual,3,Anhydrous ammonia,174660000,9076841.152,0.051968631
2020,SK,Annual,4,Other,204880000,8062280.372,0.039351232
2021,AB,Annual,1,Urea,514119377.4,30800208.47,0.059908671
2021,AB,Annual,2,Urea ammonium nitrate,23660000,1080336.755,0.045660894
2021,AB,Annual,3,Anhydrous ammonia,72160000,3625363.76,0.050240629
2021,AB,Annual,4,Other,99282031.75,3776963.37,0.038042769
2021,BC,Annual,1,Urea,8200092.826,474884.103,0.05791204
2021,BC,Annual,2,Urea ammonium nitrate,0,0,
2021,BC,Annual,3,Anhydrous ammonia,410000,19891.14813,0.048514995
2021,BC,Annual,4,Other,16937645.81,622875.2306,0.036774605
2021,MB,Annual,1,Urea,196677959.3,13977956.08,0.071070272
2021,MB,Annual,2,Urea ammonium nitrate,58760000,3194020.398,0.054357052
2021,MB,Annual,3,Anhydrous ammonia,121360000,7258420.412,0.059809001
2021,MB,Annual,4,Other,75968318.4,3440416.074,0.045287511
2021,NB,Annual,1,Urea,1200460.497,106072.1078,0.088359515
2021,NB,Annual,2,Urea ammonium nitrate,383571.0629,20877.24188,0.054428615
2021,NB,Annual,3,Anhydrous ammonia,302431.0303,14491.46408,0.047916591
2021,NB,Annual,4,Other,9883363.294,318757.8806,0.032251964
2021,NL,Annual,1,Urea,0,0,
2021,NL,Annual,2,Urea ammonium nitrate,0,0,
2021,NL,Annual,3,Anhydrous ammonia,0,0,
2021,NL,Annual,4,Other,0,0,
2021,NS,Annual,1,Urea,0,0,
2021,NS,Annual,2,Urea ammonium nitrate,90865.62525,4906.293752,0.053995048
2021,NS,Annual,3,Anhydrous ammonia,71644.05068,3405.592563,0.047534897
2021,NS,Annual,4,Other,1368638.349,43743.82754,0.031961568
2021,ON,Annual,1,Urea,67543641.99,6717004.494,0.099446881
2021,ON,Annual,2,Urea ammonium nitrate,110240000,6763468.928,0.061352222
2021,ON,Annual,3,Anhydrous ammonia,11480000,620055.853,0.054011834
2021,ON,Annual,4,Other,57351161.74,2077368.24,0.036221903
2021,PE,Annual,1,Urea,1747541.185,152995.6672,0.087549105
2021,PE,Annual,2,Urea ammonium nitrate,565563.3119,30537.61789,0.053995048
2021,PE,Annual,3,Anhydrous ammonia,445924.919,21196.99505,0.047534897
2021,PE,Annual,4,Other,17499834.02,559322.1332,0.031961568
2021,QC,Annual,1,Urea,31620158.35,2832938.603,0.089592803
2021,QC,Annual,2,Urea ammonium nitrate,30680000,1686753.507,0.054978928
2021,QC,Annual,3,Anhydrous ammonia,20500000,992221.7807,0.048401062
2021,QC,Annual,4,Other,32381584.39,1055278.442,0.032588845
2021,SK,Annual,1,Urea,655113132.4,40546132.92,0.061891803
2021,SK,Annual,2,Urea ammonium nitrate,146900000,6938477.034,0.047232655
2021,SK,Annual,3,Anhydrous ammonia,201720000,10483395.54,0.051970035
2021,SK,Annual,4,Other,192360000,7569807.459,0.039352295
2022,AB,Annual,1,Urea,480339605.7,28778490,0.059912798
2022,AB,Annual,2,Urea ammonium nitrate,19500000,890431.1229,0.045663135
2022,AB,Annual,3,Anhydrous ammonia,67240000,3378345.621,0.050243094
2022,AB,Annual,4,Other,90549029.48,3444904.804,0.038044635
2022,BC,Annual,1,Urea,5371569.909,311057.319,0.057908084
2022,BC,Annual,2,Urea ammonium nitrate,520000,22933.24751,0.044102399
2022,BC,Annual,3,Anhydrous ammonia,2460000,119373.5131,0.048525818
2022,BC,Annual,4,Other,12991554.79,477990.706,0.036792417
2022,MB,Annual,1,Urea,173749064.3,12347664.58,0.071066078
2022,MB,Annual,2,Urea ammonium nitrate,55900000,3038663.631,0.05435892
2022,MB,Annual,3,Anhydrous ammonia,137760000,8239571.133,0.059811056
2022,MB,Annual,4,Other,62773550.22,2842981.689,0.045289484
2022,NB,Annual,1,Urea,1336874.666,118146.2743,0.088374982
2022,NB,Annual,2,Urea ammonium nitrate,386361.5608,21029.10941,0.054428576
2022,NB,Annual,3,Anhydrous ammonia,2437049.845,116775.0359,0.047916556
2022,NB,Annual,4,Other,8760816.91,282621.0653,0.03225967
2022,NL,Annual,1,Urea,0,0,
2022,NL,Annual,2,Urea ammonium nitrate,0,0,
2022,NL,Annual,3,Anhydrous ammonia,0,0,
2022,NL,Annual,4,Other,0,0,
2022,NS,Annual,1,Urea,0,0,
2022,NS,Annual,2,Urea ammonium nitrate,93447.14782,5045.683186,0.053995048
2022,NS,Annual,3,Anhydrous ammonia,589435.8555,28018.77262,0.047534897
2022,NS,Annual,4,Other,1125210.931,35963.50557,0.031961568
2022,ON,Annual,1,Urea,72739161.64,7231257.442,0.099413538
2022,ON,Annual,2,Urea ammonium nitrate,104000000,6378146.32,0.06132833
2022,ON,Annual,3,Anhydrous ammonia,10302564.1,556243.6841,0.053990801
2022,ON,Annual,4,Other,57105799.37,2068262.676,0.036218085
2022,PE,Annual,1,Urea,1941064.57,169938.4664,0.087549105
2022,PE,Annual,2,Urea ammonium nitrate,560191.2913,30247.55539,0.053995048
2022,PE,Annual,3,Anhydrous ammonia,3533514.299,167965.2379,0.047534897
2022,PE,Annual,4,Other,15900814.35,508214.9574,0.031961568
2022,QC,Annual,1,Urea,35403326.84,3171514.858,0.089582396
2022,QC,Annual,2,Urea ammonium nitrate,37440000,2058234.822,0.054974221
2022,QC,Annual,3,Anhydrous ammonia,18397435.9,890379.205,0.048396918
2022,QC,Annual,4,Other,36737037.74,1197042.736,0.032584084
2022,SK,Annual,1,Urea,555090913,34357495.69,0.061895259
2022,SK,Annual,2,Urea ammonium nitrate,139100000,6569967.608,0.047231974
2022,SK,Annual,3,Anhydrous ammonia,181220000,9417874.039,0.051969286
2022,SK,Annual,4,Other,175153745.5,6892623.491,0.039351848
